Time,Temperature
1910-02-01 00:00:00,-0.5290626
1910-03-01 00:00:00,-0.6189373
1910-04-01 00:00:00,-0.5349184
1910-05-01 00:00:00,-0.5368389
1910-06-01 00:00:00,-0.5593434
1910-07-01 00:00:00,-0.43475804
1910-08-01 00:00:00,-0.38878688
1910-09-01 00:00:00,-0.4229382
1910-10-01 00:00:00,-0.48481956
1910-11-01 00:00:00,-0.672429
1910-12-01 00:00:00,-0.7566741
1911-01-01 00:00:00,-0.66804653
1911-02-01 00:00:00,-0.70603365
1911-03-01 00:00:00,-0.7639851
1911-04-01 00:00:00,-0.64364564
1911-05-01 00:00:00,-0.6272078
1911-06-01 00:00:00,-0.55432284
1911-07-01 00:00:00,-0.49260998
1911-08-01 00:00:00,-0.5064451
1911-09-01 00:00:00,-0.4982411
1911-10-01 00:00:00,-0.34511527
1911-11-01 00:00:00,-0.34931326
1911-12-01 00:00:00,-0.315495
1912-01-01 00:00:00,-0.32940087
1912-02-01 00:00:00,-0.31491742
1912-03-01 00:00:00,-0.5543457
1912-04-01 00:00:00,-0.33788237
1912-05-01 00:00:00,-0.3352509
1912-06-01 00:00:00,-0.28508794
1912-07-01 00:00:00,-0.50730854
1912-08-01 00:00:00,-0.57247293
1912-09-01 00:00:00,-0.6437677
1912-10-01 00:00:00,-0.6791174
1912-11-01 00:00:00,-0.55792326
1912-12-01 00:00:00,-0.59060127
1913-01-01 00:00:00,-0.5636491
1913-02-01 00:00:00,-0.55008626
1913-03-01 00:00:00,-0.60579985
1913-04-01 00:00:00,-0.5340449
1913-05-01 00:00:00,-0.54116863
1913-06-01 00:00:00,-0.5514844
1913-07-01 00:00:00,-0.47697932
1913-08-01 00:00:00,-0.39560005
1913-09-01 00:00:00,-0.41690665
1913-10-01 00:00:00,-0.43836418
1913-11-01 00:00:00,-0.36772293
1913-12-01 00:00:00,-0.16402407
1914-01-01 00:00:00,-0.078474745
1914-02-01 00:00:00,-0.27010897
1914-03-01 00:00:00,-0.39748344
1914-04-01 00:00:00,-0.4089052
1914-05-01 00:00:00,-0.30789974
1914-06-01 00:00:00,-0.30798316
1914-07-01 00:00:00,-0.2969515
1914-08-01 00:00:00,-0.24459992
1914-09-01 00:00:00,-0.30140656
1914-10-01 00:00:00,-0.110274434
1914-11-01 00:00:00,-0.19029672
1914-12-01 00:00:00,-0.23672462
1915-01-01 00:00:00,-0.28745866
1915-02-01 00:00:00,-0.22042616
1915-03-01 00:00:00,-0.19399805
1915-04-01 00:00:00,-0.082622275
1915-05-01 00:00:00,-0.16808057
1915-06-01 00:00:00,-0.17210917
1915-07-01 00:00:00,-0.16903177
1915-08-01 00:00:00,-0.06681827
1915-09-01 00:00:00,-0.120297745
1915-10-01 00:00:00,-0.28610688
1915-11-01 00:00:00,-0.17281866
1915-12-01 00:00:00,-0.3623588
1916-01-01 00:00:00,-0.33786005
1916-02-01 00:00:00,-0.26403636
1916-03-01 00:00:00,-0.43909237
1916-04-01 00:00:00,-0.37517795
1916-05-01 00:00:00,-0.41811523
1916-06-01 00:00:00,-0.49483928
1916-07-01 00:00:00,-0.38488427
1916-08-01 00:00:00,-0.29676017
1916-09-01 00:00:00,-0.3218673
1916-10-01 00:00:00,-0.3744158
1916-11-01 00:00:00,-0.5142024
1916-12-01 00:00:00,-0.8212685
1917-01-01 00:00:00,-0.6892141
1917-02-01 00:00:00,-0.715982
1917-03-01 00:00:00,-0.78429514
1917-04-01 00:00:00,-0.5461108
1917-05-01 00:00:00,-0.6442835
1917-06-01 00:00:00,-0.47886908
1917-07-01 00:00:00,-0.24527456
1917-08-01 00:00:00,-0.33282208
1917-09-01 00:00:00,-0.2979707
1917-10-01 00:00:00,-0.53561026
1917-11-01 00:00:00,-0.45924768
1917-12-01 00:00:00,-0.7865544
1918-01-01 00:00:00,-0.5179739
1918-02-01 00:00:00,-0.67216516
1918-03-01 00:00:00,-0.57906806
1918-04-01 00:00:00,-0.6234592
1918-05-01 00:00:00,-0.5252177
1918-06-01 00:00:00,-0.38651752
1918-07-01 00:00:00,-0.36958522
1918-08-01 00:00:00,-0.42982036
1918-09-01 00:00:00,-0.25825897
1918-10-01 00:00:00,-0.11888721
1918-11-01 00:00:00,-0.18980259
1918-12-01 00:00:00,-0.42425612
1919-01-01 00:00:00,-0.25126135
1919-02-01 00:00:00,-0.24207273
1919-03-01 00:00:00,-0.39209825
1919-04-01 00:00:00,-0.21141803
1919-05-01 00:00:00,-0.30793867
1919-06-01 00:00:00,-0.35769194
1919-07-01 00:00:00,-0.29989257
1919-08-01 00:00:00,-0.2381391
1919-09-01 00:00:00,-0.28606114
1919-10-01 00:00:00,-0.25880492
1919-11-01 00:00:00,-0.5575256
1919-12-01 00:00:00,-0.5033144
1920-01-01 00:00:00,-0.25863704
1920-02-01 00:00:00,-0.545883
1920-03-01 00:00:00,-0.17207259
1920-04-01 00:00:00,-0.33658424
1920-05-01 00:00:00,-0.25627613
1920-06-01 00:00:00,-0.23811027
1920-07-01 00:00:00,-0.30046934
1920-08-01 00:00:00,-0.22659715
1920-09-01 00:00:00,-0.1964555
1920-10-01 00:00:00,-0.21776049
1920-11-01 00:00:00,-0.3456471
1920-12-01 00:00:00,-0.4884766
1921-01-01 00:00:00,-0.21760732
1921-02-01 00:00:00,-0.29521245
1921-03-01 00:00:00,-0.34263408
1921-04-01 00:00:00,-0.29096943
1921-05-01 00:00:00,-0.30159548
1921-06-01 00:00:00,-0.15440017
1921-07-01 00:00:00,-0.15540703
1921-08-01 00:00:00,-0.32134694
1921-09-01 00:00:00,-0.20710628
1921-10-01 00:00:00,-0.13444184
1921-11-01 00:00:00,-0.19592439
1921-12-01 00:00:00,-0.27147904
1922-01-01 00:00:00,-0.419077
1922-02-01 00:00:00,-0.40880406
1922-03-01 00:00:00,-0.344148
1922-04-01 00:00:00,-0.29111138
1922-05-01 00:00:00,-0.46964964
1922-06-01 00:00:00,-0.29270366
1922-07-01 00:00:00,-0.2590808
1922-08-01 00:00:00,-0.355893
1922-09-01 00:00:00,-0.32432133
1922-10-01 00:00:00,-0.34514487
1922-11-01 00:00:00,-0.25539744
1922-12-01 00:00:00,-0.30540624
1923-01-01 00:00:00,-0.40372258
1923-02-01 00:00:00,-0.4944323
1923-03-01 00:00:00,-0.45562357
1923-04-01 00:00:00,-0.41038665
1923-05-01 00:00:00,-0.4038749
1923-06-01 00:00:00,-0.25269112
1923-07-01 00:00:00,-0.41963744
1923-08-01 00:00:00,-0.32384917
1923-09-01 00:00:00,-0.34093276
1923-10-01 00:00:00,-0.1764545
1923-11-01 00:00:00,-0.03351226
1923-12-01 00:00:00,-0.10004945
1924-01-01 00:00:00,-0.32711104
1924-02-01 00:00:00,-0.31528232
1924-03-01 00:00:00,-0.17595449
1924-04-01 00:00:00,-0.34247932
1924-05-01 00:00:00,-0.21757317
1924-06-01 00:00:00,-0.27555224
1924-07-01 00:00:00,-0.29391536
1924-08-01 00:00:00,-0.3172419
1924-09-01 00:00:00,-0.33069578
1924-10-01 00:00:00,-0.36585054
1924-11-01 00:00:00,-0.2907367
1924-12-01 00:00:00,-0.49235374
1925-01-01 00:00:00,-0.49163565
1925-02-01 00:00:00,-0.48531267
1925-03-01 00:00:00,-0.37375176
1925-04-01 00:00:00,-0.30694255
1925-05-01 00:00:00,-0.3056574
1925-06-01 00:00:00,-0.33413643
1925-07-01 00:00:00,-0.33086437
1925-08-01 00:00:00,-0.16828516
1925-09-01 00:00:00,-0.25893372
1925-10-01 00:00:00,-0.28853402
1925-11-01 00:00:00,-0.059098415
1925-12-01 00:00:00,0.014048895
1926-01-01 00:00:00,0.08253241
1926-02-01 00:00:00,-0.035031483
1926-03-01 00:00:00,0.023573108
1926-04-01 00:00:00,-0.1579929
1926-05-01 00:00:00,-0.27003446
1926-06-01 00:00:00,-0.18281585
1926-07-01 00:00:00,-0.2084477
1926-08-01 00:00:00,-0.10001693
1926-09-01 00:00:00,-0.11788381
1926-10-01 00:00:00,-0.06996329
1926-11-01 00:00:00,-0.115788996
1926-12-01 00:00:00,-0.32215574
1927-01-01 00:00:00,-0.31123906
1927-02-01 00:00:00,-0.21210012
1927-03-01 00:00:00,-0.41895348
1927-04-01 00:00:00,-0.3145047
1927-05-01 00:00:00,-0.23004514
1927-06-01 00:00:00,-0.24831119
1927-07-01 00:00:00,-0.20484532
1927-08-01 00:00:00,-0.21330415
1927-09-01 00:00:00,-0.11964897
1927-10-01 00:00:00,-0.02967228
1927-11-01 00:00:00,-0.12667355
1927-12-01 00:00:00,-0.32356292
1928-01-01 00:00:00,-0.017104585
1928-02-01 00:00:00,-0.124669254
1928-03-01 00:00:00,-0.3195826
1928-04-01 00:00:00,-0.23520902
1928-05-01 00:00:00,-0.3014689
1928-06-01 00:00:00,-0.32672966
1928-07-01 00:00:00,-0.1883196
1928-08-01 00:00:00,-0.17851628
1928-09-01 00:00:00,-0.20668688
1928-10-01 00:00:00,-0.1840448
1928-11-01 00:00:00,-0.17209516
1928-12-01 00:00:00,-0.22671194
1929-01-01 00:00:00,-0.4364513
1929-02-01 00:00:00,-0.6036853
1929-03-01 00:00:00,-0.48715258
1929-04-01 00:00:00,-0.4373352
1929-05-01 00:00:00,-0.4345294
1929-06-01 00:00:00,-0.40885338
1929-07-01 00:00:00,-0.4396209
1929-08-01 00:00:00,-0.2663079
1929-09-01 00:00:00,-0.27733904
1929-10-01 00:00:00,-0.22126578
1929-11-01 00:00:00,-0.14017749
1929-12-01 00:00:00,-0.5603613
1930-01-01 00:00:00,-0.3631465
1930-02-01 00:00:00,-0.35584554
1930-03-01 00:00:00,-0.24732758
1930-04-01 00:00:00,-0.23128887
1930-05-01 00:00:00,-0.25067642
1930-06-01 00:00:00,-0.20374553
1930-07-01 00:00:00,-0.1882644
1930-08-01 00:00:00,-0.09765256
1930-09-01 00:00:00,-0.092231415
1930-10-01 00:00:00,-0.090577535
1930-11-01 00:00:00,0.06376379
1930-12-01 00:00:00,-0.06467221
1931-01-01 00:00:00,-0.13693942
1931-02-01 00:00:00,-0.2586906
1931-03-01 00:00:00,-0.10919364
1931-04-01 00:00:00,-0.17070459
1931-05-01 00:00:00,-0.19289996
1931-06-01 00:00:00,-0.02544678
1931-07-01 00:00:00,-0.008178203
1931-08-01 00:00:00,-0.026662722
1931-09-01 00:00:00,-0.051968556
1931-10-01 00:00:00,-0.026985472
1931-11-01 00:00:00,-0.13579522
1931-12-01 00:00:00,-0.09730702
1932-01-01 00:00:00,0.07975415
1932-02-01 00:00:00,-0.17805362
1932-03-01 00:00:00,-0.1947655
1932-04-01 00:00:00,-0.061219946
1932-05-01 00:00:00,-0.15982142
1932-06-01 00:00:00,-0.25541136
1932-07-01 00:00:00,-0.12971984
1932-08-01 00:00:00,-0.18982057
1932-09-01 00:00:00,-0.00055066624
1932-10-01 00:00:00,-0.09439127
1932-11-01 00:00:00,-0.29486138
1932-12-01 00:00:00,-0.26667866
1933-01-01 00:00:00,-0.31109115
1933-02-01 00:00:00,-0.35099408
1933-03-01 00:00:00,-0.3851551
1933-04-01 00:00:00,-0.28470516
1933-05-01 00:00:00,-0.2769364
1933-06-01 00:00:00,-0.32360965
1933-07-01 00:00:00,-0.2903949
1933-08-01 00:00:00,-0.15375972
1933-09-01 00:00:00,-0.32664743
1933-10-01 00:00:00,-0.245828
1933-11-01 00:00:00,-0.40483868
1933-12-01 00:00:00,-0.5141726
1934-01-01 00:00:00,-0.32326755
1934-02-01 00:00:00,-0.1451731
1934-03-01 00:00:00,-0.4310569
1934-04-01 00:00:00,-0.37176266
1934-05-01 00:00:00,-0.14018929
1934-06-01 00:00:00,-0.09232751
1934-07-01 00:00:00,-0.17809097
1934-08-01 00:00:00,-0.11440116
1934-09-01 00:00:00,-0.13450967
1934-10-01 00:00:00,-0.08177011
1934-11-01 00:00:00,0.031826723
1934-12-01 00:00:00,-0.111320004
1935-01-01 00:00:00,-0.3479727
1935-02-01 00:00:00,0.04972145
1935-03-01 00:00:00,-0.21446298
1935-04-01 00:00:00,-0.3228376
1935-05-01 00:00:00,-0.31434223
1935-06-01 00:00:00,-0.2092866
1935-07-01 00:00:00,-0.14094204
1935-08-01 00:00:00,-0.14877552
1935-09-01 00:00:00,-0.19052882
1935-10-01 00:00:00,-0.055213235
1935-11-01 00:00:00,-0.32153568
1935-12-01 00:00:00,-0.25653476
1936-01-01 00:00:00,-0.39848116
1936-02-01 00:00:00,-0.34311983
1936-03-01 00:00:00,-0.32916442
1936-04-01 00:00:00,-0.1883213
1936-05-01 00:00:00,-0.17232911
1936-06-01 00:00:00,-0.14899857
1936-07-01 00:00:00,-0.06987007
1936-08-01 00:00:00,-0.07327964
1936-09-01 00:00:00,-0.108766146
1936-10-01 00:00:00,-0.041382577
1936-11-01 00:00:00,-0.054110777
1936-12-01 00:00:00,-0.10642759
1937-01-01 00:00:00,-0.12685171
1937-02-01 00:00:00,0.066486835
1937-03-01 00:00:00,-0.26192847
1937-04-01 00:00:00,-0.121213466
1937-05-01 00:00:00,-0.091207266
1937-06-01 00:00:00,-0.008428331
1937-07-01 00:00:00,0.019690081
1937-08-01 00:00:00,0.036828596
1937-09-01 00:00:00,0.14490855
1937-10-01 00:00:00,0.12801065
1937-11-01 00:00:00,0.061703082
1937-12-01 00:00:00,-0.0783857
1938-01-01 00:00:00,0.04551444
1938-02-01 00:00:00,-0.009824214
1938-03-01 00:00:00,-0.015279184
1938-04-01 00:00:00,0.04000326
1938-05-01 00:00:00,-0.09591497
1938-06-01 00:00:00,-0.09364482
1938-07-01 00:00:00,-0.04622565
1938-08-01 00:00:00,-0.0028444168
1938-09-01 00:00:00,0.01991738
1938-10-01 00:00:00,0.16282216
1938-11-01 00:00:00,0.054737236
1938-12-01 00:00:00,-0.20567
1939-01-01 00:00:00,-0.121787794
1939-02-01 00:00:00,-0.117604576
1939-03-01 00:00:00,-0.28873166
1939-04-01 00:00:00,-0.106402785
1939-05-01 00:00:00,-0.03005215
1939-06-01 00:00:00,0.014760026
1939-07-01 00:00:00,-0.037748978
1939-08-01 00:00:00,-0.04066755
1939-09-01 00:00:00,-0.017160367
1939-10-01 00:00:00,-0.09934573
1939-11-01 00:00:00,0.021302136
1939-12-01 00:00:00,0.33387345
1940-01-01 00:00:00,-0.052654818
1940-02-01 00:00:00,0.08632718
1940-03-01 00:00:00,-0.035766255
1940-04-01 00:00:00,0.14895241
1940-05-01 00:00:00,0.0502412
1940-06-01 00:00:00,0.044663727
1940-07-01 00:00:00,0.1482532
1940-08-01 00:00:00,0.09961082
1940-09-01 00:00:00,0.13118677
1940-10-01 00:00:00,0.09584135
1940-11-01 00:00:00,-0.0046561854
1940-12-01 00:00:00,0.19923072
1941-01-01 00:00:00,-0.039560955
1941-02-01 00:00:00,0.11823889
1941-03-01 00:00:00,-0.11652528
1941-04-01 00:00:00,0.036228664
1941-05-01 00:00:00,0.06123504
1941-06-01 00:00:00,0.0596246
1941-07-01 00:00:00,0.16075781
1941-08-01 00:00:00,0.039676894
1941-09-01 00:00:00,-0.14452067
1941-10-01 00:00:00,0.21426645
1941-11-01 00:00:00,-0.007257905
1941-12-01 00:00:00,0.07538852
1942-01-01 00:00:00,0.25783694
1942-02-01 00:00:00,0.016801072
1942-03-01 00:00:00,-0.041579403
1942-04-01 00:00:00,-0.015153615
1942-05-01 00:00:00,0.12379065
1942-06-01 00:00:00,0.030325836
1942-07-01 00:00:00,-0.059752498
1942-08-01 00:00:00,-0.05740612
1942-09-01 00:00:00,-0.013465349
1942-10-01 00:00:00,-0.08694347
1942-11-01 00:00:00,-0.057510037
1942-12-01 00:00:00,-0.080070905
1943-01-01 00:00:00,-0.18267323
1943-02-01 00:00:00,-0.03061434
1943-03-01 00:00:00,-0.16772735
1943-04-01 00:00:00,0.022969417
1943-05-01 00:00:00,0.03550913
1943-06-01 00:00:00,-0.07487101
1943-07-01 00:00:00,0.018335527
1943-08-01 00:00:00,0.031610876
1943-09-01 00:00:00,-0.013441508
1943-10-01 00:00:00,0.2277136
1943-11-01 00:00:00,0.10388872
1943-12-01 00:00:00,0.10626907
1944-01-01 00:00:00,0.31816214
1944-02-01 00:00:00,0.11862034
1944-03-01 00:00:00,0.12006746
1944-04-01 00:00:00,0.04225588
1944-05-01 00:00:00,0.119925626
1944-06-01 00:00:00,0.10735916
1944-07-01 00:00:00,0.14871696
1944-08-01 00:00:00,0.20666182
1944-09-01 00:00:00,0.16769068
1944-10-01 00:00:00,0.20805594
1944-11-01 00:00:00,0.08847658
1944-12-01 00:00:00,0.083269
1945-01-01 00:00:00,0.09508047
1945-02-01 00:00:00,0.04839935
1945-03-01 00:00:00,0.03865824
1945-04-01 00:00:00,0.20985286
1945-05-01 00:00:00,-0.061685707
1945-06-01 00:00:00,-0.03652022
1945-07-01 00:00:00,0.00042324737
1945-08-01 00:00:00,0.2362124
1945-09-01 00:00:00,0.1028386
1945-10-01 00:00:00,0.094233386
1945-11-01 00:00:00,-0.010639086
1945-12-01 00:00:00,-0.19979319
1946-01-01 00:00:00,0.046495322
1946-02-01 00:00:00,-0.11574643
1946-03-01 00:00:00,-0.1215551
1946-04-01 00:00:00,-0.001070216
1946-05-01 00:00:00,-0.082718804
1946-06-01 00:00:00,-0.27002892
1946-07-01 00:00:00,-0.109389625
1946-08-01 00:00:00,-0.15412526
1946-09-01 00:00:00,-0.09819822
1946-10-01 00:00:00,-0.06812635
1946-11-01 00:00:00,-0.10808773
1946-12-01 00:00:00,-0.34320223
1947-01-01 00:00:00,-0.15051101
1947-02-01 00:00:00,-0.14106397
1947-03-01 00:00:00,-0.07618291
1947-04-01 00:00:00,-0.054869834
1947-05-01 00:00:00,-0.07080105
1947-06-01 00:00:00,-0.092732966
1947-07-01 00:00:00,-0.06481824
1947-08-01 00:00:00,-0.11288264
1947-09-01 00:00:00,-0.16043018
1947-10-01 00:00:00,0.033811674
1947-11-01 00:00:00,0.02912334
1947-12-01 00:00:00,-0.23310879
1948-01-01 00:00:00,-0.01899665
1948-02-01 00:00:00,-0.23857601
1948-03-01 00:00:00,-0.28302348
1948-04-01 00:00:00,-0.114602394
1948-05-01 00:00:00,0.057578247
1948-06-01 00:00:00,-0.008215971
1948-07-01 00:00:00,-0.12959683
1948-08-01 00:00:00,-0.047574744
1948-09-01 00:00:00,-0.13380374
1948-10-01 00:00:00,-0.05680375
1948-11-01 00:00:00,-0.17333214
1948-12-01 00:00:00,-0.3489878
1949-01-01 00:00:00,-0.018578093
1949-02-01 00:00:00,-0.24225992
1949-03-01 00:00:00,-0.10957818
1949-04-01 00:00:00,-0.14671299
1949-05-01 00:00:00,-0.11125475
1949-06-01 00:00:00,-0.23316567
1949-07-01 00:00:00,-0.18007946
1949-08-01 00:00:00,-0.07750365
1949-09-01 00:00:00,-0.123270296
1949-10-01 00:00:00,-0.08973549
1949-11-01 00:00:00,-0.1810419
1949-12-01 00:00:00,-0.21244651
1950-01-01 00:00:00,-0.30004355
1950-02-01 00:00:00,-0.37003636
1950-03-01 00:00:00,-0.21643834
1950-04-01 00:00:00,-0.24361573
1950-05-01 00:00:00,-0.13729778
1950-06-01 00:00:00,-0.105043374
1950-07-01 00:00:00,-0.10670231
1950-08-01 00:00:00,-0.15261763
1950-09-01 00:00:00,-0.24503586
1950-10-01 00:00:00,-0.20104446
1950-11-01 00:00:00,-0.38081577
1950-12-01 00:00:00,-0.26077038
1951-01-01 00:00:00,-0.36034262
1951-02-01 00:00:00,-0.5093785
1951-03-01 00:00:00,-0.2620192
1951-04-01 00:00:00,-0.1080777
1951-05-01 00:00:00,0.032269213
1951-06-01 00:00:00,0.060181145
1951-07-01 00:00:00,0.03866412
1951-08-01 00:00:00,0.12133113
1951-09-01 00:00:00,0.13226272
1951-10-01 00:00:00,0.12436143
1951-11-01 00:00:00,-0.07229671
1951-12-01 00:00:00,0.0691973
1952-01-01 00:00:00,0.09402644
1952-02-01 00:00:00,0.068350874
1952-03-01 00:00:00,-0.16353902
1952-04-01 00:00:00,0.04558809
1952-05-01 00:00:00,0.022243695
1952-06-01 00:00:00,0.023484357
1952-07-01 00:00:00,0.09006012
1952-08-01 00:00:00,0.096942395
1952-09-01 00:00:00,0.09621102
1952-10-01 00:00:00,-0.016534438
1952-11-01 00:00:00,-0.13228506
1952-12-01 00:00:00,-0.04029371
1953-01-01 00:00:00,-0.009005178
1953-02-01 00:00:00,0.09501191
1953-03-01 00:00:00,0.018006958
1953-04-01 00:00:00,0.22455436
1953-05-01 00:00:00,0.14901619
1953-06-01 00:00:00,0.1404282
1953-07-01 00:00:00,0.043144584
1953-08-01 00:00:00,0.08707856
1953-09-01 00:00:00,0.08630111
1953-10-01 00:00:00,0.08342033
1953-11-01 00:00:00,-0.0058099576
1953-12-01 00:00:00,0.01942187
1954-01-01 00:00:00,-0.2434586
1954-02-01 00:00:00,-0.089074455
1954-03-01 00:00:00,-0.18339783
1954-04-01 00:00:00,-0.11477188
1954-05-01 00:00:00,-0.17059736
1954-06-01 00:00:00,-0.1296339
1954-07-01 00:00:00,-0.19616233
1954-08-01 00:00:00,-0.10182279
1954-09-01 00:00:00,-0.11330111
1954-10-01 00:00:00,-0.011538466
1954-11-01 00:00:00,0.11638409
1954-12-01 00:00:00,-0.16362791
1955-01-01 00:00:00,0.10597788
1955-02-01 00:00:00,-0.19271314
1955-03-01 00:00:00,-0.3963696
1955-04-01 00:00:00,-0.22909744
1955-05-01 00:00:00,-0.23882908
1955-06-01 00:00:00,-0.17836486
1955-07-01 00:00:00,-0.20829603
1955-08-01 00:00:00,-0.08842416
1955-09-01 00:00:00,-0.14314792
1955-10-01 00:00:00,-0.11328784
1955-11-01 00:00:00,-0.32083783
1955-12-01 00:00:00,-0.36432907
1956-01-01 00:00:00,-0.2403825
1956-02-01 00:00:00,-0.28243503
1956-03-01 00:00:00,-0.35645252
1956-04-01 00:00:00,-0.30645922
1956-05-01 00:00:00,-0.33606264
1956-06-01 00:00:00,-0.22652255
1956-07-01 00:00:00,-0.2106352
1956-08-01 00:00:00,-0.28964865
1956-09-01 00:00:00,-0.2734754
1956-10-01 00:00:00,-0.26315844
1956-11-01 00:00:00,-0.21516415
1956-12-01 00:00:00,-0.1575909
1957-01-01 00:00:00,-0.22153524
1957-02-01 00:00:00,-0.15856388
1957-03-01 00:00:00,-0.1975386
1957-04-01 00:00:00,-0.041761864
1957-05-01 00:00:00,0.03177997
1957-06-01 00:00:00,0.06454678
1957-07-01 00:00:00,-0.06267592
1957-08-01 00:00:00,0.07285775
1957-09-01 00:00:00,0.041351955
1957-10-01 00:00:00,-0.0007920379
1957-11-01 00:00:00,-0.00397586
1957-12-01 00:00:00,0.05228784
1958-01-01 00:00:00,0.25472188
1958-02-01 00:00:00,0.09280772
1958-03-01 00:00:00,0.0052554575
1958-04-01 00:00:00,-0.06950849
1958-05-01 00:00:00,0.016476592
1958-06-01 00:00:00,-0.15305896
1958-07-01 00:00:00,-0.020030653
1958-08-01 00:00:00,-0.083085604
1958-09-01 00:00:00,-0.11479923
1958-10-01 00:00:00,-0.019471264
1958-11-01 00:00:00,-0.038575903
1958-12-01 00:00:00,-0.08232217
1959-01-01 00:00:00,0.013691866
1959-02-01 00:00:00,-0.005084035
1959-03-01 00:00:00,0.016677765
1959-04-01 00:00:00,0.026267799
1959-05-01 00:00:00,-0.03853143
1959-06-01 00:00:00,-0.0018165166
1959-07-01 00:00:00,-0.043648165
1959-08-01 00:00:00,-0.041345503
1959-09-01 00:00:00,-0.14124896
