Temperature - (Celsius),Year,Statistics,Country,ISO3
7.81,2011,Sep Average,Russia,RUS
-2.36,2011,Oct Average,Russia,RUS
-14.02,2011,Nov Average,Russia,RUS
-24.72,2011,Dec Average,Russia,RUS
-25.63,2012,Jan Average,Russia,RUS
-22.37,2012,Feb Average,Russia,RUS
-16.74,2012,Mar Average,Russia,RUS
-2.95,2012,Apr Average,Russia,RUS
6.14,2012,May Average,Russia,RUS
13.21,2012,Jun Average,Russia,RUS
16.01,2012,Jul Average,Russia,RUS
13.73,2012,Aug Average,Russia,RUS
6.15,2012,Sep Average,Russia,RUS
-3.22,2012,Oct Average,Russia,RUS
-11.06,2012,Nov Average,Russia,RUS
-17.79,2012,Dec Average,Russia,RUS
-25.81,2013,Jan Average,Russia,RUS
-22.58,2013,Feb Average,Russia,RUS
-10.79,2013,Mar Average,Russia,RUS
-1.7,2013,Apr Average,Russia,RUS
5.89,2013,May Average,Russia,RUS
12.68,2013,Jun Average,Russia,RUS
15.47,2013,Jul Average,Russia,RUS
14.16,2013,Aug Average,Russia,RUS
6.5,2013,Sep Average,Russia,RUS
-4.01,2013,Oct Average,Russia,RUS
-14.8,2013,Nov Average,Russia,RUS
-20.35,2013,Dec Average,Russia,RUS
-22.28,2014,Jan Average,Russia,RUS
-18.37,2014,Feb Average,Russia,RUS
-11.8,2014,Mar Average,Russia,RUS
-3.3,2014,Apr Average,Russia,RUS
5.87,2014,May Average,Russia,RUS
13.62,2014,Jun Average,Russia,RUS
15.73,2014,Jul Average,Russia,RUS
13.31,2014,Aug Average,Russia,RUS
7.36,2014,Sep Average,Russia,RUS
-3.16,2014,Oct Average,Russia,RUS
-14.98,2014,Nov Average,Russia,RUS
-18.88,2014,Dec Average,Russia,RUS
-23.68,2015,Jan Average,Russia,RUS
-18.24,2015,Feb Average,Russia,RUS
-11.54,2015,Mar Average,Russia,RUS
-1.77,2015,Apr Average,Russia,RUS
5.49,2015,May Average,Russia,RUS
13.6,2015,Jun Average,Russia,RUS
16.56,2015,Jul Average,Russia,RUS
14.27,2015,Aug Average,Russia,RUS
8.17,2015,Sep Average,Russia,RUS
-3.96,2015,Oct Average,Russia,RUS
-16.85,2015,Nov Average,Russia,RUS
-22.47,2015,Dec Average,Russia,RUS
-23.02,2016,Jan Average,Russia,RUS
-19.68,2016,Feb Average,Russia,RUS
-9.07,2016,Mar Average,Russia,RUS
-2.54,2016,Apr Average,Russia,RUS
4.19,2016,May Average,Russia,RUS
12.87,2016,Jun Average,Russia,RUS
15.65,2016,Jul Average,Russia,RUS
14.14,2016,Aug Average,Russia,RUS
6.66,2016,Sep Average,Russia,RUS
-3.08,2016,Oct Average,Russia,RUS
-13.71,2016,Nov Average,Russia,RUS
-19.6,2016,Dec Average,Russia,RUS
-23.05,2017,Jan Average,Russia,RUS
-21.17,2017,Feb Average,Russia,RUS
-15.47,2017,Mar Average,Russia,RUS
-3.04,2017,Apr Average,Russia,RUS
4.81,2017,May Average,Russia,RUS
13.42,2017,Jun Average,Russia,RUS
15.92,2017,Jul Average,Russia,RUS
13.89,2017,Aug Average,Russia,RUS
7.93,2017,Sep Average,Russia,RUS
0.02,2017,Oct Average,Russia,RUS
-14.58,2017,Nov Average,Russia,RUS
-22.05,2017,Dec Average,Russia,RUS
-22.73,2018,Jan Average,Russia,RUS
-20.22,2018,Feb Average,Russia,RUS
-10.54,2018,Mar Average,Russia,RUS
-2.49,2018,Apr Average,Russia,RUS
5.71,2018,May Average,Russia,RUS
13.59,2018,Jun Average,Russia,RUS
15.75,2018,Jul Average,Russia,RUS
13.73,2018,Aug Average,Russia,RUS
7.28,2018,Sep Average,Russia,RUS
-1.49,2018,Oct Average,Russia,RUS
-14.83,2018,Nov Average,Russia,RUS
-20.39,2018,Dec Average,Russia,RUS
-19.39,2019,Jan Average,Russia,RUS
-17.04,2019,Feb Average,Russia,RUS
-9.87,2019,Mar Average,Russia,RUS
-1.17,2019,Apr Average,Russia,RUS
6.73,2019,May Average,Russia,RUS
13.28,2019,Jun Average,Russia,RUS
16.39,2019,Jul Average,Russia,RUS
13.68,2019,Aug Average,Russia,RUS
8.55,2019,Sep Average,Russia,RUS
-1.31,2019,Oct Average,Russia,RUS
-10.73,2019,Nov Average,Russia,RUS
-21.83,2019,Dec Average,Russia,RUS
