Temperature - (Celsius),Year,Statistics,Country,ISO3
13.83,1953,Sep Average,Belgium,BEL
11.54,1953,Oct Average,Belgium,BEL
6.57,1953,Nov Average,Belgium,BEL
5.2,1953,Dec Average,Belgium,BEL
0.69,1954,Jan Average,Belgium,BEL
0.57,1954,Feb Average,Belgium,BEL
2.37,1954,Mar Average,Belgium,BEL
8.48,1954,Apr Average,Belgium,BEL
10.69,1954,May Average,Belgium,BEL
15.04,1954,Jun Average,Belgium,BEL
17.72,1954,Jul Average,Belgium,BEL
17.86,1954,Aug Average,Belgium,BEL
14.52,1954,Sep Average,Belgium,BEL
9.13,1954,Oct Average,Belgium,BEL
5.88,1954,Nov Average,Belgium,BEL
4.6,1954,Dec Average,Belgium,BEL
2.26,1955,Jan Average,Belgium,BEL
-3.47,1955,Feb Average,Belgium,BEL
5.5,1955,Mar Average,Belgium,BEL
6.24,1955,Apr Average,Belgium,BEL
12.82,1955,May Average,Belgium,BEL
12.94,1955,Jun Average,Belgium,BEL
16.64,1955,Jul Average,Belgium,BEL
14.59,1955,Aug Average,Belgium,BEL
15.07,1955,Sep Average,Belgium,BEL
9.62,1955,Oct Average,Belgium,BEL
4.47,1955,Nov Average,Belgium,BEL
4.88,1955,Dec Average,Belgium,BEL
2.49,1956,Jan Average,Belgium,BEL
5.52,1956,Feb Average,Belgium,BEL
8.68,1956,Mar Average,Belgium,BEL
8.63,1956,Apr Average,Belgium,BEL
10.49,1956,May Average,Belgium,BEL
16.73,1956,Jun Average,Belgium,BEL
17.95,1956,Jul Average,Belgium,BEL
15.94,1956,Aug Average,Belgium,BEL
13.23,1956,Sep Average,Belgium,BEL
10.41,1956,Oct Average,Belgium,BEL
5.85,1956,Nov Average,Belgium,BEL
2.47,1956,Dec Average,Belgium,BEL
2.05,1957,Jan Average,Belgium,BEL
4.16,1957,Feb Average,Belgium,BEL
2.56,1957,Mar Average,Belgium,BEL
6.37,1957,Apr Average,Belgium,BEL
12.81,1957,May Average,Belgium,BEL
14.82,1957,Jun Average,Belgium,BEL
16.97,1957,Jul Average,Belgium,BEL
17.42,1957,Aug Average,Belgium,BEL
15.95,1957,Sep Average,Belgium,BEL
10.56,1957,Oct Average,Belgium,BEL
5.21,1957,Nov Average,Belgium,BEL
4.45,1957,Dec Average,Belgium,BEL
1.7,1958,Jan Average,Belgium,BEL
1.43,1958,Feb Average,Belgium,BEL
7.47,1958,Mar Average,Belgium,BEL
9.91,1958,Apr Average,Belgium,BEL
13.46,1958,May Average,Belgium,BEL
16.39,1958,Jun Average,Belgium,BEL
19.52,1958,Jul Average,Belgium,BEL
18.11,1958,Aug Average,Belgium,BEL
15.97,1958,Sep Average,Belgium,BEL
11.24,1958,Oct Average,Belgium,BEL
5.29,1958,Nov Average,Belgium,BEL
4.45,1958,Dec Average,Belgium,BEL
2.23,1959,Jan Average,Belgium,BEL
3.33,1959,Feb Average,Belgium,BEL
6.37,1959,Mar Average,Belgium,BEL
8.82,1959,Apr Average,Belgium,BEL
13.45,1959,May Average,Belgium,BEL
16.41,1959,Jun Average,Belgium,BEL
15.45,1959,Jul Average,Belgium,BEL
16.32,1959,Aug Average,Belgium,BEL
13.5,1959,Sep Average,Belgium,BEL
10.6,1959,Oct Average,Belgium,BEL
7.53,1959,Nov Average,Belgium,BEL
2.71,1959,Dec Average,Belgium,BEL
1.77,1960,Jan Average,Belgium,BEL
6.27,1960,Feb Average,Belgium,BEL
7.42,1960,Mar Average,Belgium,BEL
11.01,1960,Apr Average,Belgium,BEL
11.27,1960,May Average,Belgium,BEL
15.6,1960,Jun Average,Belgium,BEL
15.78,1960,Jul Average,Belgium,BEL
16.63,1960,Aug Average,Belgium,BEL
17.29,1960,Sep Average,Belgium,BEL
11.64,1960,Oct Average,Belgium,BEL
4.95,1960,Nov Average,Belgium,BEL
2.16,1960,Dec Average,Belgium,BEL
3.33,1961,Jan Average,Belgium,BEL
2.44,1961,Feb Average,Belgium,BEL
2.15,1961,Mar Average,Belgium,BEL
8.13,1961,Apr Average,Belgium,BEL
10.09,1961,May Average,Belgium,BEL
14.52,1961,Jun Average,Belgium,BEL
15.51,1961,Jul Average,Belgium,BEL
16.25,1961,Aug Average,Belgium,BEL
13.43,1961,Sep Average,Belgium,BEL
10.54,1961,Oct Average,Belgium,BEL
4.15,1961,Nov Average,Belgium,BEL
-0.35,1961,Dec Average,Belgium,BEL
-4.81,1962,Jan Average,Belgium,BEL
-3.14,1962,Feb Average,Belgium,BEL
4.74,1962,Mar Average,Belgium,BEL
8.97,1962,Apr Average,Belgium,BEL
11.34,1962,May Average,Belgium,BEL
15.51,1962,Jun Average,Belgium,BEL
17.17,1962,Jul Average,Belgium,BEL
15.67,1962,Aug Average,Belgium,BEL
14.17,1962,Sep Average,Belgium,BEL
9.66,1962,Oct Average,Belgium,BEL
8.44,1962,Nov Average,Belgium,BEL
-1.02,1962,Dec Average,Belgium,BEL
-0.13,1963,Jan Average,Belgium,BEL
3.75,1963,Feb Average,Belgium,BEL
3.08,1963,Mar Average,Belgium,BEL
8.78,1963,Apr Average,Belgium,BEL
14.36,1963,May Average,Belgium,BEL
16.09,1963,Jun Average,Belgium,BEL
18.03,1963,Jul Average,Belgium,BEL
16.99,1963,Aug Average,Belgium,BEL
15.02,1963,Sep Average,Belgium,BEL
8.19,1963,Oct Average,Belgium,BEL
6.24,1963,Nov Average,Belgium,BEL
2.11,1963,Dec Average,Belgium,BEL
2.43,1964,Jan Average,Belgium,BEL
1.01,1964,Feb Average,Belgium,BEL
4.88,1964,Mar Average,Belgium,BEL
7.61,1964,Apr Average,Belgium,BEL
12.13,1964,May Average,Belgium,BEL
15.33,1964,Jun Average,Belgium,BEL
15.11,1964,Jul Average,Belgium,BEL
15.9,1964,Aug Average,Belgium,BEL
13.02,1964,Sep Average,Belgium,BEL
10.09,1964,Oct Average,Belgium,BEL
3.48,1964,Nov Average,Belgium,BEL
4.45,1964,Dec Average,Belgium,BEL
-0.16,1965,Jan Average,Belgium,BEL
5.81,1965,Feb Average,Belgium,BEL
5.13,1965,Mar Average,Belgium,BEL
9.07,1965,Apr Average,Belgium,BEL
12.95,1965,May Average,Belgium,BEL
16.79,1965,Jun Average,Belgium,BEL
15.64,1965,Jul Average,Belgium,BEL
16.07,1965,Aug Average,Belgium,BEL
14.46,1965,Sep Average,Belgium,BEL
11.77,1965,Oct Average,Belgium,BEL
3.94,1965,Nov Average,Belgium,BEL
4.12,1965,Dec Average,Belgium,BEL
2.63,1966,Jan Average,Belgium,BEL
4.73,1966,Feb Average,Belgium,BEL
6.65,1966,Mar Average,Belgium,BEL
7.39,1966,Apr Average,Belgium,BEL
12.52,1966,May Average,Belgium,BEL
14.78,1966,Jun Average,Belgium,BEL
18.77,1966,Jul Average,Belgium,BEL
16.98,1966,Aug Average,Belgium,BEL
14.35,1966,Sep Average,Belgium,BEL
11.97,1966,Oct Average,Belgium,BEL
4.84,1966,Nov Average,Belgium,BEL
2.37,1966,Dec Average,Belgium,BEL
1.72,1967,Jan Average,Belgium,BEL
1.99,1967,Feb Average,Belgium,BEL
6.0,1967,Mar Average,Belgium,BEL
9.36,1967,Apr Average,Belgium,BEL
10.99,1967,May Average,Belgium,BEL
15.26,1967,Jun Average,Belgium,BEL
16.44,1967,Jul Average,Belgium,BEL
16.82,1967,Aug Average,Belgium,BEL
14.36,1967,Sep Average,Belgium,BEL
11.96,1967,Oct Average,Belgium,BEL
4.81,1967,Nov Average,Belgium,BEL
0.28,1967,Dec Average,Belgium,BEL
3.89,1968,Jan Average,Belgium,BEL
0.26,1968,Feb Average,Belgium,BEL
3.67,1968,Mar Average,Belgium,BEL
7.94,1968,Apr Average,Belgium,BEL
12.99,1968,May Average,Belgium,BEL
14.94,1968,Jun Average,Belgium,BEL
18.5,1968,Jul Average,Belgium,BEL
17.43,1968,Aug Average,Belgium,BEL
14.98,1968,Sep Average,Belgium,BEL
12.27,1968,Oct Average,Belgium,BEL
6.34,1968,Nov Average,Belgium,BEL
-0.92,1968,Dec Average,Belgium,BEL
1.41,1969,Jan Average,Belgium,BEL
1.72,1969,Feb Average,Belgium,BEL
3.11,1969,Mar Average,Belgium,BEL
6.1,1969,Apr Average,Belgium,BEL
12.72,1969,May Average,Belgium,BEL
17.5,1969,Jun Average,Belgium,BEL
16.1,1969,Jul Average,Belgium,BEL
17.44,1969,Aug Average,Belgium,BEL
14.95,1969,Sep Average,Belgium,BEL
10.68,1969,Oct Average,Belgium,BEL
7.62,1969,Nov Average,Belgium,BEL
2.14,1969,Dec Average,Belgium,BEL
1.87,1970,Jan Average,Belgium,BEL
3.42,1970,Feb Average,Belgium,BEL
2.88,1970,Mar Average,Belgium,BEL
8.9,1970,Apr Average,Belgium,BEL
14.24,1970,May Average,Belgium,BEL
14.15,1970,Jun Average,Belgium,BEL
18.37,1970,Jul Average,Belgium,BEL
17.62,1970,Aug Average,Belgium,BEL
13.95,1970,Sep Average,Belgium,BEL
10.8,1970,Oct Average,Belgium,BEL
5.04,1970,Nov Average,Belgium,BEL
4.67,1970,Dec Average,Belgium,BEL
1.08,1971,Jan Average,Belgium,BEL
4.09,1971,Feb Average,Belgium,BEL
6.95,1971,Mar Average,Belgium,BEL
7.86,1971,Apr Average,Belgium,BEL
11.7,1971,May Average,Belgium,BEL
13.85,1971,Jun Average,Belgium,BEL
17.54,1971,Jul Average,Belgium,BEL
16.15,1971,Aug Average,Belgium,BEL
12.11,1971,Sep Average,Belgium,BEL
9.21,1971,Oct Average,Belgium,BEL
5.76,1971,Nov Average,Belgium,BEL
3.35,1971,Dec Average,Belgium,BEL
2.22,1972,Jan Average,Belgium,BEL
2.59,1972,Feb Average,Belgium,BEL
5.45,1972,Mar Average,Belgium,BEL
6.46,1972,Apr Average,Belgium,BEL
12.61,1972,May Average,Belgium,BEL
16.59,1972,Jun Average,Belgium,BEL
17.32,1972,Jul Average,Belgium,BEL
18.79,1972,Aug Average,Belgium,BEL
15.43,1972,Sep Average,Belgium,BEL
9.34,1972,Oct Average,Belgium,BEL
5.37,1972,Nov Average,Belgium,BEL
2.69,1972,Dec Average,Belgium,BEL
5.31,1973,Jan Average,Belgium,BEL
4.68,1973,Feb Average,Belgium,BEL
6.29,1973,Mar Average,Belgium,BEL
9.39,1973,Apr Average,Belgium,BEL
11.7,1973,May Average,Belgium,BEL
14.97,1973,Jun Average,Belgium,BEL
15.79,1973,Jul Average,Belgium,BEL
17.25,1973,Aug Average,Belgium,BEL
13.24,1973,Sep Average,Belgium,BEL
6.9,1973,Oct Average,Belgium,BEL
6.37,1973,Nov Average,Belgium,BEL
6.65,1973,Dec Average,Belgium,BEL
6.01,1974,Jan Average,Belgium,BEL
3.6,1974,Feb Average,Belgium,BEL
4.54,1974,Mar Average,Belgium,BEL
7.64,1974,Apr Average,Belgium,BEL
11.37,1974,May Average,Belgium,BEL
15.14,1974,Jun Average,Belgium,BEL
18.26,1974,Jul Average,Belgium,BEL
19.84,1974,Aug Average,Belgium,BEL
15.58,1974,Sep Average,Belgium,BEL
8.78,1974,Oct Average,Belgium,BEL
5.17,1974,Nov Average,Belgium,BEL
2.51,1974,Dec Average,Belgium,BEL
3.66,1975,Jan Average,Belgium,BEL
2.77,1975,Feb Average,Belgium,BEL
3.68,1975,Mar Average,Belgium,BEL
7.86,1975,Apr Average,Belgium,BEL
13.67,1975,May Average,Belgium,BEL
18.71,1975,Jun Average,Belgium,BEL
20.05,1975,Jul Average,Belgium,BEL
18.29,1975,Aug Average,Belgium,BEL
14.1,1975,Sep Average,Belgium,BEL
11.37,1975,Oct Average,Belgium,BEL
6.37,1975,Nov Average,Belgium,BEL
1.2,1975,Dec Average,Belgium,BEL
2.63,1976,Jan Average,Belgium,BEL
5.03,1976,Feb Average,Belgium,BEL
7.32,1976,Mar Average,Belgium,BEL
6.59,1976,Apr Average,Belgium,BEL
11.88,1976,May Average,Belgium,BEL
14.58,1976,Jun Average,Belgium,BEL
17.02,1976,Jul Average,Belgium,BEL
16.33,1976,Aug Average,Belgium,BEL
13.31,1976,Sep Average,Belgium,BEL
11.8,1976,Oct Average,Belgium,BEL
6.5,1976,Nov Average,Belgium,BEL
4.56,1976,Dec Average,Belgium,BEL
2.52,1977,Jan Average,Belgium,BEL
1.17,1977,Feb Average,Belgium,BEL
6.39,1977,Mar Average,Belgium,BEL
7.28,1977,Apr Average,Belgium,BEL
12.06,1977,May Average,Belgium,BEL
14.75,1977,Jun Average,Belgium,BEL
15.69,1977,Jul Average,Belgium,BEL
15.63,1977,Aug Average,Belgium,BEL
13.57,1977,Sep Average,Belgium,BEL
10.87,1977,Oct Average,Belgium,BEL
5.51,1977,Nov Average,Belgium,BEL
2.67,1977,Dec Average,Belgium,BEL
-2.19,1978,Jan Average,Belgium,BEL
0.19,1978,Feb Average,Belgium,BEL
4.99,1978,Mar Average,Belgium,BEL
7.59,1978,Apr Average,Belgium,BEL
11.82,1978,May Average,Belgium,BEL
15.55,1978,Jun Average,Belgium,BEL
16.48,1978,Jul Average,Belgium,BEL
15.78,1978,Aug Average,Belgium,BEL
14.22,1978,Sep Average,Belgium,BEL
11.2,1978,Oct Average,Belgium,BEL
5.58,1978,Nov Average,Belgium,BEL
5.41,1978,Dec Average,Belgium,BEL
0.25,1979,Jan Average,Belgium,BEL
4.98,1979,Feb Average,Belgium,BEL
5.13,1979,Mar Average,Belgium,BEL
7.71,1979,Apr Average,Belgium,BEL
11.83,1979,May Average,Belgium,BEL
14.64,1979,Jun Average,Belgium,BEL
15.48,1979,Jul Average,Belgium,BEL
17.33,1979,Aug Average,Belgium,BEL
15.35,1979,Sep Average,Belgium,BEL
9.35,1979,Oct Average,Belgium,BEL
4.34,1979,Nov Average,Belgium,BEL
2.79,1979,Dec Average,Belgium,BEL
2.05,1980,Jan Average,Belgium,BEL
1.3,1980,Feb Average,Belgium,BEL
8.39,1980,Mar Average,Belgium,BEL
8.61,1980,Apr Average,Belgium,BEL
13.0,1980,May Average,Belgium,BEL
14.75,1980,Jun Average,Belgium,BEL
16.61,1980,Jul Average,Belgium,BEL
17.15,1980,Aug Average,Belgium,BEL
14.98,1980,Sep Average,Belgium,BEL
9.16,1980,Oct Average,Belgium,BEL
6.44,1980,Nov Average,Belgium,BEL
0.74,1980,Dec Average,Belgium,BEL
0.95,1981,Jan Average,Belgium,BEL
2.92,1981,Feb Average,Belgium,BEL
5.48,1981,Mar Average,Belgium,BEL
7.79,1981,Apr Average,Belgium,BEL
12.9,1981,May Average,Belgium,BEL
16.66,1981,Jun Average,Belgium,BEL
18.96,1981,Jul Average,Belgium,BEL
17.36,1981,Aug Average,Belgium,BEL
16.5,1981,Sep Average,Belgium,BEL
10.81,1981,Oct Average,Belgium,BEL
7.69,1981,Nov Average,Belgium,BEL
3.57,1981,Dec Average,Belgium,BEL
5.35,1982,Jan Average,Belgium,BEL
0.59,1982,Feb Average,Belgium,BEL
5.72,1982,Mar Average,Belgium,BEL
8.52,1982,Apr Average,Belgium,BEL
10.69,1982,May Average,Belgium,BEL
16.52,1982,Jun Average,Belgium,BEL
20.81,1982,Jul Average,Belgium,BEL
18.83,1982,Aug Average,Belgium,BEL
14.42,1982,Sep Average,Belgium,BEL
10.61,1982,Oct Average,Belgium,BEL
5.84,1982,Nov Average,Belgium,BEL
3.52,1982,Dec Average,Belgium,BEL
3.11,1983,Jan Average,Belgium,BEL
2.13,1983,Feb Average,Belgium,BEL
4.06,1983,Mar Average,Belgium,BEL
7.98,1983,Apr Average,Belgium,BEL
10.27,1983,May Average,Belgium,BEL
14.25,1983,Jun Average,Belgium,BEL
16.68,1983,Jul Average,Belgium,BEL
18.03,1983,Aug Average,Belgium,BEL
13.52,1983,Sep Average,Belgium,BEL
11.38,1983,Oct Average,Belgium,BEL
8.19,1983,Nov Average,Belgium,BEL
3.87,1983,Dec Average,Belgium,BEL
-3.09,1984,Jan Average,Belgium,BEL
-0.31,1984,Feb Average,Belgium,BEL
4.0,1984,Mar Average,Belgium,BEL
8.56,1984,Apr Average,Belgium,BEL
13.08,1984,May Average,Belgium,BEL
13.88,1984,Jun Average,Belgium,BEL
17.77,1984,Jul Average,Belgium,BEL
16.23,1984,Aug Average,Belgium,BEL
14.92,1984,Sep Average,Belgium,BEL
10.47,1984,Oct Average,Belgium,BEL
2.57,1984,Nov Average,Belgium,BEL
5.32,1984,Dec Average,Belgium,BEL
2.3,1985,Jan Average,Belgium,BEL
-3.76,1985,Feb Average,Belgium,BEL
4.32,1985,Mar Average,Belgium,BEL
6.1,1985,Apr Average,Belgium,BEL
13.38,1985,May Average,Belgium,BEL
16.7,1985,Jun Average,Belgium,BEL
17.43,1985,Jul Average,Belgium,BEL
16.27,1985,Aug Average,Belgium,BEL
11.93,1985,Sep Average,Belgium,BEL
11.69,1985,Oct Average,Belgium,BEL
7.48,1985,Nov Average,Belgium,BEL
4.47,1985,Dec Average,Belgium,BEL
-3.09,1986,Jan Average,Belgium,BEL
1.88,1986,Feb Average,Belgium,BEL
2.51,1986,Mar Average,Belgium,BEL
10.64,1986,Apr Average,Belgium,BEL
10.2,1986,May Average,Belgium,BEL
14.02,1986,Jun Average,Belgium,BEL
17.13,1986,Jul Average,Belgium,BEL
16.65,1986,Aug Average,Belgium,BEL
15.6,1986,Sep Average,Belgium,BEL
11.06,1986,Oct Average,Belgium,BEL
6.09,1986,Nov Average,Belgium,BEL
3.78,1986,Dec Average,Belgium,BEL
5.6,1987,Jan Average,Belgium,BEL
3.93,1987,Feb Average,Belgium,BEL
5.12,1987,Mar Average,Belgium,BEL
8.97,1987,Apr Average,Belgium,BEL
14.2,1987,May Average,Belgium,BEL
15.06,1987,Jun Average,Belgium,BEL
16.28,1987,Jul Average,Belgium,BEL
17.37,1987,Aug Average,Belgium,BEL
13.98,1987,Sep Average,Belgium,BEL
11.2,1987,Oct Average,Belgium,BEL
5.37,1987,Nov Average,Belgium,BEL
6.33,1987,Dec Average,Belgium,BEL
3.85,1988,Jan Average,Belgium,BEL
4.58,1988,Feb Average,Belgium,BEL
8.54,1988,Mar Average,Belgium,BEL
7.14,1988,Apr Average,Belgium,BEL
15.02,1988,May Average,Belgium,BEL
15.83,1988,Jun Average,Belgium,BEL
18.6,1988,Jul Average,Belgium,BEL
17.92,1988,Aug Average,Belgium,BEL
15.58,1988,Sep Average,Belgium,BEL
12.32,1988,Oct Average,Belgium,BEL
5.31,1988,Nov Average,Belgium,BEL
4.56,1988,Dec Average,Belgium,BEL
4.46,1989,Jan Average,Belgium,BEL
7.41,1989,Feb Average,Belgium,BEL
8.25,1989,Mar Average,Belgium,BEL
8.38,1989,Apr Average,Belgium,BEL
14.59,1989,May Average,Belgium,BEL
15.07,1989,Jun Average,Belgium,BEL
17.67,1989,Jul Average,Belgium,BEL
19.52,1989,Aug Average,Belgium,BEL
13.19,1989,Sep Average,Belgium,BEL
12.19,1989,Oct Average,Belgium,BEL
6.14,1989,Nov Average,Belgium,BEL
3.19,1989,Dec Average,Belgium,BEL
2.91,1990,Jan Average,Belgium,BEL
-0.36,1990,Feb Average,Belgium,BEL
8.51,1990,Mar Average,Belgium,BEL
8.33,1990,Apr Average,Belgium,BEL
10.39,1990,May Average,Belgium,BEL
13.24,1990,Jun Average,Belgium,BEL
19.13,1990,Jul Average,Belgium,BEL
19.07,1990,Aug Average,Belgium,BEL
16.15,1990,Sep Average,Belgium,BEL
10.19,1990,Oct Average,Belgium,BEL
5.43,1990,Nov Average,Belgium,BEL
2.9,1990,Dec Average,Belgium,BEL
2.35,1991,Jan Average,Belgium,BEL
4.42,1991,Feb Average,Belgium,BEL
6.81,1991,Mar Average,Belgium,BEL
8.76,1991,Apr Average,Belgium,BEL
15.29,1991,May Average,Belgium,BEL
16.83,1991,Jun Average,Belgium,BEL
18.67,1991,Jul Average,Belgium,BEL
18.63,1991,Aug Average,Belgium,BEL
14.48,1991,Sep Average,Belgium,BEL
8.01,1991,Oct Average,Belgium,BEL
7.53,1991,Nov Average,Belgium,BEL
3.63,1991,Dec Average,Belgium,BEL
4.89,1992,Jan Average,Belgium,BEL
1.61,1992,Feb Average,Belgium,BEL
6.05,1992,Mar Average,Belgium,BEL
11.15,1992,Apr Average,Belgium,BEL
14.42,1992,May Average,Belgium,BEL
16.61,1992,Jun Average,Belgium,BEL
16.8,1992,Jul Average,Belgium,BEL
16.38,1992,Aug Average,Belgium,BEL
13.39,1992,Sep Average,Belgium,BEL
9.13,1992,Oct Average,Belgium,BEL
2.43,1992,Nov Average,Belgium,BEL
5.09,1992,Dec Average,Belgium,BEL
4.59,1993,Jan Average,Belgium,BEL
2.38,1993,Feb Average,Belgium,BEL
7.8,1993,Mar Average,Belgium,BEL
8.46,1993,Apr Average,Belgium,BEL
12.74,1993,May Average,Belgium,BEL
16.2,1993,Jun Average,Belgium,BEL
21.57,1993,Jul Average,Belgium,BEL
18.27,1993,Aug Average,Belgium,BEL
13.73,1993,Sep Average,Belgium,BEL
9.91,1993,Oct Average,Belgium,BEL
9.85,1993,Nov Average,Belgium,BEL
5.57,1993,Dec Average,Belgium,BEL
3.45,1994,Jan Average,Belgium,BEL
6.45,1994,Feb Average,Belgium,BEL
5.31,1994,Mar Average,Belgium,BEL
9.05,1994,Apr Average,Belgium,BEL
13.24,1994,May Average,Belgium,BEL
14.96,1994,Jun Average,Belgium,BEL
20.74,1994,Jul Average,Belgium,BEL
20.03,1994,Aug Average,Belgium,BEL
13.84,1994,Sep Average,Belgium,BEL
13.42,1994,Oct Average,Belgium,BEL
6.44,1994,Nov Average,Belgium,BEL
0.56,1994,Dec Average,Belgium,BEL
0.71,1995,Jan Average,Belgium,BEL
0.76,1995,Feb Average,Belgium,BEL
3.64,1995,Mar Average,Belgium,BEL
9.54,1995,Apr Average,Belgium,BEL
10.91,1995,May Average,Belgium,BEL
16.21,1995,Jun Average,Belgium,BEL
16.96,1995,Jul Average,Belgium,BEL
17.7,1995,Aug Average,Belgium,BEL
12.75,1995,Sep Average,Belgium,BEL
10.93,1995,Oct Average,Belgium,BEL
5.64,1995,Nov Average,Belgium,BEL
0.53,1995,Dec Average,Belgium,BEL
-1.13,1996,Jan Average,Belgium,BEL
5.86,1996,Feb Average,Belgium,BEL
8.25,1996,Mar Average,Belgium,BEL
8.17,1996,Apr Average,Belgium,BEL
13.06,1996,May Average,Belgium,BEL
15.99,1996,Jun Average,Belgium,BEL
17.63,1996,Jul Average,Belgium,BEL
20.96,1996,Aug Average,Belgium,BEL
15.07,1996,Sep Average,Belgium,BEL
10.04,1996,Oct Average,Belgium,BEL
6.62,1996,Nov Average,Belgium,BEL
4.66,1996,Dec Average,Belgium,BEL
4.12,1997,Jan Average,Belgium,BEL
5.56,1997,Feb Average,Belgium,BEL
7.38,1997,Mar Average,Belgium,BEL
8.9,1997,Apr Average,Belgium,BEL
14.97,1997,May Average,Belgium,BEL
16.3,1997,Jun Average,Belgium,BEL
16.62,1997,Jul Average,Belgium,BEL
17.68,1997,Aug Average,Belgium,BEL
14.91,1997,Sep Average,Belgium,BEL
10.04,1997,Oct Average,Belgium,BEL
3.57,1997,Nov Average,Belgium,BEL
4.04,1997,Dec Average,Belgium,BEL
4.86,1998,Jan Average,Belgium,BEL
2.98,1998,Feb Average,Belgium,BEL
7.33,1998,Mar Average,Belgium,BEL
9.84,1998,Apr Average,Belgium,BEL
14.59,1998,May Average,Belgium,BEL
15.64,1998,Jun Average,Belgium,BEL
19.6,1998,Jul Average,Belgium,BEL
18.18,1998,Aug Average,Belgium,BEL
17.67,1998,Sep Average,Belgium,BEL
10.66,1998,Oct Average,Belgium,BEL
5.78,1998,Nov Average,Belgium,BEL
4.29,1998,Dec Average,Belgium,BEL
3.59,1999,Jan Average,Belgium,BEL
5.6,1999,Feb Average,Belgium,BEL
6.86,1999,Mar Average,Belgium,BEL
10.05,1999,Apr Average,Belgium,BEL
14.79,1999,May Average,Belgium,BEL
16.82,1999,Jun Average,Belgium,BEL
15.57,1999,Jul Average,Belgium,BEL
18.41,1999,Aug Average,Belgium,BEL
15.81,1999,Sep Average,Belgium,BEL
11.38,1999,Oct Average,Belgium,BEL
7.63,1999,Nov Average,Belgium,BEL
5.46,1999,Dec Average,Belgium,BEL
3.04,2000,Jan Average,Belgium,BEL
4.57,2000,Feb Average,Belgium,BEL
6.09,2000,Mar Average,Belgium,BEL
8.02,2000,Apr Average,Belgium,BEL
14.74,2000,May Average,Belgium,BEL
15.39,2000,Jun Average,Belgium,BEL
18.9,2000,Jul Average,Belgium,BEL
19.21,2000,Aug Average,Belgium,BEL
12.95,2000,Sep Average,Belgium,BEL
14.15,2000,Oct Average,Belgium,BEL
6.19,2000,Nov Average,Belgium,BEL
2.49,2000,Dec Average,Belgium,BEL
3.48,2001,Jan Average,Belgium,BEL
6.86,2001,Feb Average,Belgium,BEL
7.43,2001,Mar Average,Belgium,BEL
9.45,2001,Apr Average,Belgium,BEL
13.32,2001,May Average,Belgium,BEL
17.22,2001,Jun Average,Belgium,BEL
17.77,2001,Jul Average,Belgium,BEL
18.69,2001,Aug Average,Belgium,BEL
14.57,2001,Sep Average,Belgium,BEL
10.31,2001,Oct Average,Belgium,BEL
8.24,2001,Nov Average,Belgium,BEL
3.84,2001,Dec Average,Belgium,BEL
1.92,2002,Jan Average,Belgium,BEL
1.77,2002,Feb Average,Belgium,BEL
8.09,2002,Mar Average,Belgium,BEL
10.02,2002,Apr Average,Belgium,BEL
13.85,2002,May Average,Belgium,BEL
18.58,2002,Jun Average,Belgium,BEL
19.53,2002,Jul Average,Belgium,BEL
20.29,2002,Aug Average,Belgium,BEL
15.28,2002,Sep Average,Belgium,BEL
8.02,2002,Oct Average,Belgium,BEL
7.85,2002,Nov Average,Belgium,BEL
4.07,2002,Dec Average,Belgium,BEL
2.98,2003,Jan Average,Belgium,BEL
4.46,2003,Feb Average,Belgium,BEL
5.99,2003,Mar Average,Belgium,BEL
10.37,2003,Apr Average,Belgium,BEL
12.44,2003,May Average,Belgium,BEL
16.14,2003,Jun Average,Belgium,BEL
17.39,2003,Jul Average,Belgium,BEL
19.08,2003,Aug Average,Belgium,BEL
15.72,2003,Sep Average,Belgium,BEL
11.57,2003,Oct Average,Belgium,BEL
6.2,2003,Nov Average,Belgium,BEL
2.59,2003,Dec Average,Belgium,BEL
4.27,2004,Jan Average,Belgium,BEL
1.78,2004,Feb Average,Belgium,BEL
6.42,2004,Mar Average,Belgium,BEL
10.26,2004,Apr Average,Belgium,BEL
13.11,2004,May Average,Belgium,BEL
17.65,2004,Jun Average,Belgium,BEL
18.4,2004,Jul Average,Belgium,BEL
16.73,2004,Aug Average,Belgium,BEL
16.43,2004,Sep Average,Belgium,BEL
13.67,2004,Oct Average,Belgium,BEL
6.2,2004,Nov Average,Belgium,BEL
3.28,2004,Dec Average,Belgium,BEL
0.96,2005,Jan Average,Belgium,BEL
2.14,2005,Feb Average,Belgium,BEL
4.05,2005,Mar Average,Belgium,BEL
8.94,2005,Apr Average,Belgium,BEL
13.97,2005,May Average,Belgium,BEL
17.25,2005,Jun Average,Belgium,BEL
21.58,2005,Jul Average,Belgium,BEL
16.32,2005,Aug Average,Belgium,BEL
18.09,2005,Sep Average,Belgium,BEL
13.9,2005,Oct Average,Belgium,BEL
8.85,2005,Nov Average,Belgium,BEL
5.7,2005,Dec Average,Belgium,BEL
6.6,2006,Jan Average,Belgium,BEL
6.22,2006,Feb Average,Belgium,BEL
7.64,2006,Mar Average,Belgium,BEL
12.43,2006,Apr Average,Belgium,BEL
14.47,2006,May Average,Belgium,BEL
17.43,2006,Jun Average,Belgium,BEL
17.24,2006,Jul Average,Belgium,BEL
17.29,2006,Aug Average,Belgium,BEL
13.98,2006,Sep Average,Belgium,BEL
10.33,2006,Oct Average,Belgium,BEL
6.28,2006,Nov Average,Belgium,BEL
