Temperature - (Celsius),Year,Statistics,Country,ISO3
3.47,2006,Dec Average,Belgium,BEL
5.68,2007,Jan Average,Belgium,BEL
5.32,2007,Feb Average,Belgium,BEL
5.93,2007,Mar Average,Belgium,BEL
8.65,2007,Apr Average,Belgium,BEL
15.64,2007,May Average,Belgium,BEL
16.62,2007,Jun Average,Belgium,BEL
18.3,2007,Jul Average,Belgium,BEL
17.95,2007,Aug Average,Belgium,BEL
13.72,2007,Sep Average,Belgium,BEL
10.29,2007,Oct Average,Belgium,BEL
6.68,2007,Nov Average,Belgium,BEL
2.41,2007,Dec Average,Belgium,BEL
0.07,2008,Jan Average,Belgium,BEL
2.88,2008,Feb Average,Belgium,BEL
6.08,2008,Mar Average,Belgium,BEL
11.95,2008,Apr Average,Belgium,BEL
14.17,2008,May Average,Belgium,BEL
16.01,2008,Jun Average,Belgium,BEL
18.46,2008,Jul Average,Belgium,BEL
19.43,2008,Aug Average,Belgium,BEL
15.67,2008,Sep Average,Belgium,BEL
10.95,2008,Oct Average,Belgium,BEL
9.31,2008,Nov Average,Belgium,BEL
2.82,2008,Dec Average,Belgium,BEL
-0.6,2009,Jan Average,Belgium,BEL
2.0,2009,Feb Average,Belgium,BEL
6.12,2009,Mar Average,Belgium,BEL
9.87,2009,Apr Average,Belgium,BEL
11.02,2009,May Average,Belgium,BEL
17.11,2009,Jun Average,Belgium,BEL
19.97,2009,Jul Average,Belgium,BEL
17.24,2009,Aug Average,Belgium,BEL
13.92,2009,Sep Average,Belgium,BEL
10.36,2009,Oct Average,Belgium,BEL
6.05,2009,Nov Average,Belgium,BEL
-0.96,2009,Dec Average,Belgium,BEL
3.24,2010,Jan Average,Belgium,BEL
4.47,2010,Feb Average,Belgium,BEL
7.12,2010,Mar Average,Belgium,BEL
12.72,2010,Apr Average,Belgium,BEL
14.73,2010,May Average,Belgium,BEL
16.69,2010,Jun Average,Belgium,BEL
16.23,2010,Jul Average,Belgium,BEL
17.73,2010,Aug Average,Belgium,BEL
16.34,2010,Sep Average,Belgium,BEL
11.66,2010,Oct Average,Belgium,BEL
7.62,2010,Nov Average,Belgium,BEL
5.92,2010,Dec Average,Belgium,BEL
4.6,2011,Jan Average,Belgium,BEL
0.19,2011,Feb Average,Belgium,BEL
8.6,2011,Mar Average,Belgium,BEL
8.37,2011,Apr Average,Belgium,BEL
14.4,2011,May Average,Belgium,BEL
15.43,2011,Jun Average,Belgium,BEL
17.45,2011,Jul Average,Belgium,BEL
19.36,2011,Aug Average,Belgium,BEL
14.5,2011,Sep Average,Belgium,BEL
10.77,2011,Oct Average,Belgium,BEL
6.77,2011,Nov Average,Belgium,BEL
4.74,2011,Dec Average,Belgium,BEL
1.91,2012,Jan Average,Belgium,BEL
1.16,2012,Feb Average,Belgium,BEL
2.7,2012,Mar Average,Belgium,BEL
8.56,2012,Apr Average,Belgium,BEL
11.23,2012,May Average,Belgium,BEL
15.63,2012,Jun Average,Belgium,BEL
20.05,2012,Jul Average,Belgium,BEL
18.69,2012,Aug Average,Belgium,BEL
14.77,2012,Sep Average,Belgium,BEL
12.52,2012,Oct Average,Belgium,BEL
6.28,2012,Nov Average,Belgium,BEL
5.43,2012,Dec Average,Belgium,BEL
5.44,2013,Jan Average,Belgium,BEL
6.12,2013,Feb Average,Belgium,BEL
8.65,2013,Mar Average,Belgium,BEL
11.91,2013,Apr Average,Belgium,BEL
13.29,2013,May Average,Belgium,BEL
16.79,2013,Jun Average,Belgium,BEL
19.48,2013,Jul Average,Belgium,BEL
16.43,2013,Aug Average,Belgium,BEL
16.25,2013,Sep Average,Belgium,BEL
13.41,2013,Oct Average,Belgium,BEL
8.32,2013,Nov Average,Belgium,BEL
4.63,2013,Dec Average,Belgium,BEL
3.57,2014,Jan Average,Belgium,BEL
3.09,2014,Feb Average,Belgium,BEL
6.52,2014,Mar Average,Belgium,BEL
9.67,2014,Apr Average,Belgium,BEL
12.82,2014,May Average,Belgium,BEL
16.32,2014,Jun Average,Belgium,BEL
19.38,2014,Jul Average,Belgium,BEL
19.53,2014,Aug Average,Belgium,BEL
13.67,2014,Sep Average,Belgium,BEL
10.14,2014,Oct Average,Belgium,BEL
9.48,2014,Nov Average,Belgium,BEL
8.57,2014,Dec Average,Belgium,BEL
4.41,2015,Jan Average,Belgium,BEL
4.73,2015,Feb Average,Belgium,BEL
5.43,2015,Mar Average,Belgium,BEL
8.58,2015,Apr Average,Belgium,BEL
14.15,2015,May Average,Belgium,BEL
16.58,2015,Jun Average,Belgium,BEL
18.78,2015,Jul Average,Belgium,BEL
18.64,2015,Aug Average,Belgium,BEL
17.8,2015,Sep Average,Belgium,BEL
10.1,2015,Oct Average,Belgium,BEL
5.92,2015,Nov Average,Belgium,BEL
4.2,2015,Dec Average,Belgium,BEL
0.87,2016,Jan Average,Belgium,BEL
5.27,2016,Feb Average,Belgium,BEL
9.06,2016,Mar Average,Belgium,BEL
8.77,2016,Apr Average,Belgium,BEL
15.09,2016,May Average,Belgium,BEL
18.67,2016,Jun Average,Belgium,BEL
18.78,2016,Jul Average,Belgium,BEL
18.17,2016,Aug Average,Belgium,BEL
14.0,2016,Sep Average,Belgium,BEL
12.91,2016,Oct Average,Belgium,BEL
6.78,2016,Nov Average,Belgium,BEL
4.47,2016,Dec Average,Belgium,BEL
5.62,2017,Jan Average,Belgium,BEL
0.63,2017,Feb Average,Belgium,BEL
4.73,2017,Mar Average,Belgium,BEL
12.47,2017,Apr Average,Belgium,BEL
16.21,2017,May Average,Belgium,BEL
17.91,2017,Jun Average,Belgium,BEL
21.37,2017,Jul Average,Belgium,BEL
19.69,2017,Aug Average,Belgium,BEL
15.63,2017,Sep Average,Belgium,BEL
12.48,2017,Oct Average,Belgium,BEL
6.97,2017,Nov Average,Belgium,BEL
5.7,2017,Dec Average,Belgium,BEL
2.86,2018,Jan Average,Belgium,BEL
6.33,2018,Feb Average,Belgium,BEL
8.18,2018,Mar Average,Belgium,BEL
10.68,2018,Apr Average,Belgium,BEL
11.8,2018,May Average,Belgium,BEL
18.75,2018,Jun Average,Belgium,BEL
19.64,2018,Jul Average,Belgium,BEL
19.4,2018,Aug Average,Belgium,BEL
15.16,2018,Sep Average,Belgium,BEL
11.92,2018,Oct Average,Belgium,BEL
6.37,2018,Nov Average,Belgium,BEL
5.7,2018,Dec Average,Belgium,BEL
5.5,2019,Jan Average,Belgium,BEL
6.87,2019,Feb Average,Belgium,BEL
7.09,2019,Mar Average,Belgium,BEL
11.98,2019,Apr Average,Belgium,BEL
13.6,2019,May Average,Belgium,BEL
17.44,2019,Jun Average,Belgium,BEL
18.08,2019,Jul Average,Belgium,BEL
21.04,2019,Aug Average,Belgium,BEL
16.25,2019,Sep Average,Belgium,BEL
11.36,2019,Oct Average,Belgium,BEL
8.43,2019,Nov Average,Belgium,BEL
5.36,2019,Dec Average,Belgium,BEL
