Temperature - (Celsius),Year,Statistics,Country,ISO3
23.51,1964,Oct Average,Australia,AUS
25.53,1964,Nov Average,Australia,AUS
27.52,1964,Dec Average,Australia,AUS
27.63,1965,Jan Average,Australia,AUS
26.99,1965,Feb Average,Australia,AUS
25.52,1965,Mar Average,Australia,AUS
22.27,1965,Apr Average,Australia,AUS
17.11,1965,May Average,Australia,AUS
15.25,1965,Jun Average,Australia,AUS
13.74,1965,Jul Average,Australia,AUS
14.98,1965,Aug Average,Australia,AUS
18.51,1965,Sep Average,Australia,AUS
21.26,1965,Oct Average,Australia,AUS
25.07,1965,Nov Average,Australia,AUS
26.11,1965,Dec Average,Australia,AUS
27.93,1966,Jan Average,Australia,AUS
26.57,1966,Feb Average,Australia,AUS
24.0,1966,Mar Average,Australia,AUS
22.58,1966,Apr Average,Australia,AUS
18.23,1966,May Average,Australia,AUS
15.05,1966,Jun Average,Australia,AUS
13.5,1966,Jul Average,Australia,AUS
14.98,1966,Aug Average,Australia,AUS
18.77,1966,Sep Average,Australia,AUS
24.28,1966,Oct Average,Australia,AUS
25.68,1966,Nov Average,Australia,AUS
26.69,1966,Dec Average,Australia,AUS
28.3,1967,Jan Average,Australia,AUS
27.58,1967,Feb Average,Australia,AUS
25.68,1967,Mar Average,Australia,AUS
22.61,1967,Apr Average,Australia,AUS
16.41,1967,May Average,Australia,AUS
15.29,1967,Jun Average,Australia,AUS
13.25,1967,Jul Average,Australia,AUS
14.63,1967,Aug Average,Australia,AUS
18.29,1967,Sep Average,Australia,AUS
22.4,1967,Oct Average,Australia,AUS
25.16,1967,Nov Average,Australia,AUS
26.33,1967,Dec Average,Australia,AUS
28.99,1968,Jan Average,Australia,AUS
27.43,1968,Feb Average,Australia,AUS
25.28,1968,Mar Average,Australia,AUS
21.73,1968,Apr Average,Australia,AUS
18.03,1968,May Average,Australia,AUS
14.57,1968,Jun Average,Australia,AUS
14.96,1968,Jul Average,Australia,AUS
16.53,1968,Aug Average,Australia,AUS
17.41,1968,Sep Average,Australia,AUS
23.49,1968,Oct Average,Australia,AUS
25.35,1968,Nov Average,Australia,AUS
26.66,1968,Dec Average,Australia,AUS
27.93,1969,Jan Average,Australia,AUS
27.95,1969,Feb Average,Australia,AUS
25.35,1969,Mar Average,Australia,AUS
21.85,1969,Apr Average,Australia,AUS
17.31,1969,May Average,Australia,AUS
15.92,1969,Jun Average,Australia,AUS
13.92,1969,Jul Average,Australia,AUS
15.35,1969,Aug Average,Australia,AUS
18.23,1969,Sep Average,Australia,AUS
23.14,1969,Oct Average,Australia,AUS
24.92,1969,Nov Average,Australia,AUS
27.08,1969,Dec Average,Australia,AUS
28.36,1970,Jan Average,Australia,AUS
27.52,1970,Feb Average,Australia,AUS
25.76,1970,Mar Average,Australia,AUS
21.45,1970,Apr Average,Australia,AUS
17.33,1970,May Average,Australia,AUS
14.0,1970,Jun Average,Australia,AUS
13.63,1970,Jul Average,Australia,AUS
16.18,1970,Aug Average,Australia,AUS
19.4,1970,Sep Average,Australia,AUS
22.96,1970,Oct Average,Australia,AUS
24.07,1970,Nov Average,Australia,AUS
26.66,1970,Dec Average,Australia,AUS
26.98,1971,Jan Average,Australia,AUS
26.95,1971,Feb Average,Australia,AUS
24.95,1971,Mar Average,Australia,AUS
21.65,1971,Apr Average,Australia,AUS
18.15,1971,May Average,Australia,AUS
15.53,1971,Jun Average,Australia,AUS
13.94,1971,Jul Average,Australia,AUS
16.54,1971,Aug Average,Australia,AUS
19.85,1971,Sep Average,Australia,AUS
23.03,1971,Oct Average,Australia,AUS
25.79,1971,Nov Average,Australia,AUS
28.89,1971,Dec Average,Australia,AUS
28.86,1972,Jan Average,Australia,AUS
27.29,1972,Feb Average,Australia,AUS
25.84,1972,Mar Average,Australia,AUS
22.86,1972,Apr Average,Australia,AUS
19.27,1972,May Average,Australia,AUS
15.64,1972,Jun Average,Australia,AUS
15.92,1972,Jul Average,Australia,AUS
16.64,1972,Aug Average,Australia,AUS
19.05,1972,Sep Average,Australia,AUS
22.81,1972,Oct Average,Australia,AUS
24.96,1972,Nov Average,Australia,AUS
26.91,1972,Dec Average,Australia,AUS
26.86,1973,Jan Average,Australia,AUS
25.99,1973,Feb Average,Australia,AUS
25.59,1973,Mar Average,Australia,AUS
21.33,1973,Apr Average,Australia,AUS
17.53,1973,May Average,Australia,AUS
14.28,1973,Jun Average,Australia,AUS
14.47,1973,Jul Average,Australia,AUS
15.92,1973,Aug Average,Australia,AUS
18.29,1973,Sep Average,Australia,AUS
21.75,1973,Oct Average,Australia,AUS
23.92,1973,Nov Average,Australia,AUS
26.66,1973,Dec Average,Australia,AUS
27.15,1974,Jan Average,Australia,AUS
26.9,1974,Feb Average,Australia,AUS
24.78,1974,Mar Average,Australia,AUS
21.61,1974,Apr Average,Australia,AUS
18.31,1974,May Average,Australia,AUS
14.7,1974,Jun Average,Australia,AUS
15.91,1974,Jul Average,Australia,AUS
15.76,1974,Aug Average,Australia,AUS
19.73,1974,Sep Average,Australia,AUS
21.08,1974,Oct Average,Australia,AUS
25.23,1974,Nov Average,Australia,AUS
26.7,1974,Dec Average,Australia,AUS
26.26,1975,Jan Average,Australia,AUS
26.6,1975,Feb Average,Australia,AUS
25.11,1975,Mar Average,Australia,AUS
21.44,1975,Apr Average,Australia,AUS
17.39,1975,May Average,Australia,AUS
14.43,1975,Jun Average,Australia,AUS
14.21,1975,Jul Average,Australia,AUS
15.35,1975,Aug Average,Australia,AUS
18.48,1975,Sep Average,Australia,AUS
21.26,1975,Oct Average,Australia,AUS
24.25,1975,Nov Average,Australia,AUS
27.68,1975,Dec Average,Australia,AUS
27.89,1976,Jan Average,Australia,AUS
27.86,1976,Feb Average,Australia,AUS
24.92,1976,Mar Average,Australia,AUS
21.65,1976,Apr Average,Australia,AUS
17.57,1976,May Average,Australia,AUS
14.41,1976,Jun Average,Australia,AUS
13.79,1976,Jul Average,Australia,AUS
16.81,1976,Aug Average,Australia,AUS
18.37,1976,Sep Average,Australia,AUS
23.41,1976,Oct Average,Australia,AUS
25.78,1976,Nov Average,Australia,AUS
27.69,1976,Dec Average,Australia,AUS
27.84,1977,Jan Average,Australia,AUS
27.79,1977,Feb Average,Australia,AUS
26.22,1977,Mar Average,Australia,AUS
22.12,1977,Apr Average,Australia,AUS
18.46,1977,May Average,Australia,AUS
14.68,1977,Jun Average,Australia,AUS
13.8,1977,Jul Average,Australia,AUS
15.37,1977,Aug Average,Australia,AUS
17.72,1977,Sep Average,Australia,AUS
21.94,1977,Oct Average,Australia,AUS
24.83,1977,Nov Average,Australia,AUS
26.43,1977,Dec Average,Australia,AUS
29.04,1978,Jan Average,Australia,AUS
27.14,1978,Feb Average,Australia,AUS
25.91,1978,Mar Average,Australia,AUS
22.11,1978,Apr Average,Australia,AUS
17.05,1978,May Average,Australia,AUS
15.78,1978,Jun Average,Australia,AUS
14.3,1978,Jul Average,Australia,AUS
16.05,1978,Aug Average,Australia,AUS
19.29,1978,Sep Average,Australia,AUS
22.72,1978,Oct Average,Australia,AUS
26.58,1978,Nov Average,Australia,AUS
28.41,1978,Dec Average,Australia,AUS
28.18,1979,Jan Average,Australia,AUS
27.52,1979,Feb Average,Australia,AUS
26.47,1979,Mar Average,Australia,AUS
22.69,1979,Apr Average,Australia,AUS
19.22,1979,May Average,Australia,AUS
15.45,1979,Jun Average,Australia,AUS
14.34,1979,Jul Average,Australia,AUS
16.79,1979,Aug Average,Australia,AUS
20.61,1979,Sep Average,Australia,AUS
23.02,1979,Oct Average,Australia,AUS
26.57,1979,Nov Average,Australia,AUS
27.83,1979,Dec Average,Australia,AUS
28.38,1980,Jan Average,Australia,AUS
27.29,1980,Feb Average,Australia,AUS
24.78,1980,Mar Average,Australia,AUS
23.61,1980,Apr Average,Australia,AUS
18.33,1980,May Average,Australia,AUS
14.7,1980,Jun Average,Australia,AUS
14.73,1980,Jul Average,Australia,AUS
16.45,1980,Aug Average,Australia,AUS
20.6,1980,Sep Average,Australia,AUS
22.7,1980,Oct Average,Australia,AUS
24.4,1980,Nov Average,Australia,AUS
27.5,1980,Dec Average,Australia,AUS
28.67,1981,Jan Average,Australia,AUS
27.59,1981,Feb Average,Australia,AUS
24.93,1981,Mar Average,Australia,AUS
22.06,1981,Apr Average,Australia,AUS
17.96,1981,May Average,Australia,AUS
13.69,1981,Jun Average,Australia,AUS
13.2,1981,Jul Average,Australia,AUS
17.35,1981,Aug Average,Australia,AUS
18.92,1981,Sep Average,Australia,AUS
22.14,1981,Oct Average,Australia,AUS
26.62,1981,Nov Average,Australia,AUS
28.04,1981,Dec Average,Australia,AUS
28.11,1982,Jan Average,Australia,AUS
29.33,1982,Feb Average,Australia,AUS
26.04,1982,Mar Average,Australia,AUS
20.83,1982,Apr Average,Australia,AUS
18.46,1982,May Average,Australia,AUS
15.18,1982,Jun Average,Australia,AUS
13.39,1982,Jul Average,Australia,AUS
16.76,1982,Aug Average,Australia,AUS
20.77,1982,Sep Average,Australia,AUS
23.33,1982,Oct Average,Australia,AUS
25.34,1982,Nov Average,Australia,AUS
27.25,1982,Dec Average,Australia,AUS
26.51,1983,Jan Average,Australia,AUS
27.05,1983,Feb Average,Australia,AUS
24.36,1983,Mar Average,Australia,AUS
21.79,1983,Apr Average,Australia,AUS
18.48,1983,May Average,Australia,AUS
15.09,1983,Jun Average,Australia,AUS
13.49,1983,Jul Average,Australia,AUS
15.97,1983,Aug Average,Australia,AUS
17.73,1983,Sep Average,Australia,AUS
22.7,1983,Oct Average,Australia,AUS
25.6,1983,Nov Average,Australia,AUS
27.1,1983,Dec Average,Australia,AUS
28.54,1984,Jan Average,Australia,AUS
28.2,1984,Feb Average,Australia,AUS
26.53,1984,Mar Average,Australia,AUS
22.08,1984,Apr Average,Australia,AUS
18.33,1984,May Average,Australia,AUS
14.34,1984,Jun Average,Australia,AUS
14.35,1984,Jul Average,Australia,AUS
16.69,1984,Aug Average,Australia,AUS
18.68,1984,Sep Average,Australia,AUS
22.18,1984,Oct Average,Australia,AUS
25.5,1984,Nov Average,Australia,AUS
26.93,1984,Dec Average,Australia,AUS
27.93,1985,Jan Average,Australia,AUS
27.88,1985,Feb Average,Australia,AUS
27.13,1985,Mar Average,Australia,AUS
22.61,1985,Apr Average,Australia,AUS
18.87,1985,May Average,Australia,AUS
15.42,1985,Jun Average,Australia,AUS
13.97,1985,Jul Average,Australia,AUS
15.22,1985,Aug Average,Australia,AUS
19.6,1985,Sep Average,Australia,AUS
21.67,1985,Oct Average,Australia,AUS
25.17,1985,Nov Average,Australia,AUS
26.99,1985,Dec Average,Australia,AUS
27.97,1986,Jan Average,Australia,AUS
26.92,1986,Feb Average,Australia,AUS
24.81,1986,Mar Average,Australia,AUS
23.01,1986,Apr Average,Australia,AUS
17.97,1986,May Average,Australia,AUS
16.0,1986,Jun Average,Australia,AUS
14.39,1986,Jul Average,Australia,AUS
15.96,1986,Aug Average,Australia,AUS
19.46,1986,Sep Average,Australia,AUS
22.41,1986,Oct Average,Australia,AUS
25.69,1986,Nov Average,Australia,AUS
27.32,1986,Dec Average,Australia,AUS
29.02,1987,Jan Average,Australia,AUS
27.16,1987,Feb Average,Australia,AUS
26.2,1987,Mar Average,Australia,AUS
22.55,1987,Apr Average,Australia,AUS
19.17,1987,May Average,Australia,AUS
15.96,1987,Jun Average,Australia,AUS
15.2,1987,Jul Average,Australia,AUS
16.59,1987,Aug Average,Australia,AUS
20.27,1987,Sep Average,Australia,AUS
24.8,1987,Oct Average,Australia,AUS
24.94,1987,Nov Average,Australia,AUS
26.88,1987,Dec Average,Australia,AUS
27.72,1988,Jan Average,Australia,AUS
27.77,1988,Feb Average,Australia,AUS
25.46,1988,Mar Average,Australia,AUS
22.32,1988,Apr Average,Australia,AUS
18.9,1988,May Average,Australia,AUS
14.13,1988,Jun Average,Australia,AUS
13.75,1988,Jul Average,Australia,AUS
14.69,1988,Aug Average,Australia,AUS
19.51,1988,Sep Average,Australia,AUS
23.04,1988,Oct Average,Australia,AUS
24.99,1988,Nov Average,Australia,AUS
27.36,1988,Dec Average,Australia,AUS
28.56,1989,Jan Average,Australia,AUS
26.86,1989,Feb Average,Australia,AUS
26.56,1989,Mar Average,Australia,AUS
22.12,1989,Apr Average,Australia,AUS
18.78,1989,May Average,Australia,AUS
14.63,1989,Jun Average,Australia,AUS
14.77,1989,Jul Average,Australia,AUS
15.61,1989,Aug Average,Australia,AUS
19.24,1989,Sep Average,Australia,AUS
23.17,1989,Oct Average,Australia,AUS
26.91,1989,Nov Average,Australia,AUS
28.26,1989,Dec Average,Australia,AUS
28.32,1990,Jan Average,Australia,AUS
27.98,1990,Feb Average,Australia,AUS
25.87,1990,Mar Average,Australia,AUS
22.43,1990,Apr Average,Australia,AUS
18.59,1990,May Average,Australia,AUS
16.83,1990,Jun Average,Australia,AUS
14.69,1990,Jul Average,Australia,AUS
16.29,1990,Aug Average,Australia,AUS
19.76,1990,Sep Average,Australia,AUS
24.29,1990,Oct Average,Australia,AUS
25.53,1990,Nov Average,Australia,AUS
26.96,1990,Dec Average,Australia,AUS
27.67,1991,Jan Average,Australia,AUS
27.58,1991,Feb Average,Australia,AUS
26.54,1991,Mar Average,Australia,AUS
22.88,1991,Apr Average,Australia,AUS
18.49,1991,May Average,Australia,AUS
15.34,1991,Jun Average,Australia,AUS
14.91,1991,Jul Average,Australia,AUS
16.13,1991,Aug Average,Australia,AUS
18.85,1991,Sep Average,Australia,AUS
22.11,1991,Oct Average,Australia,AUS
24.06,1991,Nov Average,Australia,AUS
26.49,1991,Dec Average,Australia,AUS
28.46,1992,Jan Average,Australia,AUS
27.02,1992,Feb Average,Australia,AUS
25.73,1992,Mar Average,Australia,AUS
23.32,1992,Apr Average,Australia,AUS
18.82,1992,May Average,Australia,AUS
15.01,1992,Jun Average,Australia,AUS
15.25,1992,Jul Average,Australia,AUS
16.63,1992,Aug Average,Australia,AUS
19.24,1992,Sep Average,Australia,AUS
22.09,1992,Oct Average,Australia,AUS
25.88,1992,Nov Average,Australia,AUS
26.56,1992,Dec Average,Australia,AUS
28.73,1993,Jan Average,Australia,AUS
27.2,1993,Feb Average,Australia,AUS
24.91,1993,Mar Average,Australia,AUS
22.06,1993,Apr Average,Australia,AUS
18.5,1993,May Average,Australia,AUS
15.16,1993,Jun Average,Australia,AUS
14.64,1993,Jul Average,Australia,AUS
15.64,1993,Aug Average,Australia,AUS
19.4,1993,Sep Average,Australia,AUS
23.27,1993,Oct Average,Australia,AUS
25.6,1993,Nov Average,Australia,AUS
28.01,1993,Dec Average,Australia,AUS
28.14,1994,Jan Average,Australia,AUS
26.77,1994,Feb Average,Australia,AUS
24.97,1994,Mar Average,Australia,AUS
21.37,1994,Apr Average,Australia,AUS
17.7,1994,May Average,Australia,AUS
15.44,1994,Jun Average,Australia,AUS
14.58,1994,Jul Average,Australia,AUS
17.09,1994,Aug Average,Australia,AUS
20.22,1994,Sep Average,Australia,AUS
22.62,1994,Oct Average,Australia,AUS
25.74,1994,Nov Average,Australia,AUS
26.63,1994,Dec Average,Australia,AUS
27.98,1995,Jan Average,Australia,AUS
27.54,1995,Feb Average,Australia,AUS
25.61,1995,Mar Average,Australia,AUS
21.85,1995,Apr Average,Australia,AUS
18.46,1995,May Average,Australia,AUS
17.03,1995,Jun Average,Australia,AUS
15.04,1995,Jul Average,Australia,AUS
16.55,1995,Aug Average,Australia,AUS
19.73,1995,Sep Average,Australia,AUS
23.17,1995,Oct Average,Australia,AUS
25.32,1995,Nov Average,Australia,AUS
27.04,1995,Dec Average,Australia,AUS
27.4,1996,Jan Average,Australia,AUS
27.96,1996,Feb Average,Australia,AUS
24.79,1996,Mar Average,Australia,AUS
22.09,1996,Apr Average,Australia,AUS
17.87,1996,May Average,Australia,AUS
14.96,1996,Jun Average,Australia,AUS
13.65,1996,Jul Average,Australia,AUS
15.83,1996,Aug Average,Australia,AUS
20.17,1996,Sep Average,Australia,AUS
23.21,1996,Oct Average,Australia,AUS
25.94,1996,Nov Average,Australia,AUS
27.94,1996,Dec Average,Australia,AUS
28.62,1997,Jan Average,Australia,AUS
28.45,1997,Feb Average,Australia,AUS
26.66,1997,Mar Average,Australia,AUS
22.43,1997,Apr Average,Australia,AUS
19.3,1997,May Average,Australia,AUS
15.56,1997,Jun Average,Australia,AUS
14.49,1997,Jul Average,Australia,AUS
17.4,1997,Aug Average,Australia,AUS
20.35,1997,Sep Average,Australia,AUS
23.31,1997,Oct Average,Australia,AUS
25.36,1997,Nov Average,Australia,AUS
27.13,1997,Dec Average,Australia,AUS
28.99,1998,Jan Average,Australia,AUS
27.2,1998,Feb Average,Australia,AUS
25.92,1998,Mar Average,Australia,AUS
21.07,1998,Apr Average,Australia,AUS
19.01,1998,May Average,Australia,AUS
15.44,1998,Jun Average,Australia,AUS
14.86,1998,Jul Average,Australia,AUS
16.72,1998,Aug Average,Australia,AUS
20.47,1998,Sep Average,Australia,AUS
23.21,1998,Oct Average,Australia,AUS
23.86,1998,Nov Average,Australia,AUS
25.99,1998,Dec Average,Australia,AUS
27.01,1999,Jan Average,Australia,AUS
27.12,1999,Feb Average,Australia,AUS
25.23,1999,Mar Average,Australia,AUS
21.76,1999,Apr Average,Australia,AUS
16.77,1999,May Average,Australia,AUS
14.22,1999,Jun Average,Australia,AUS
14.81,1999,Jul Average,Australia,AUS
15.91,1999,Aug Average,Australia,AUS
20.79,1999,Sep Average,Australia,AUS
22.25,1999,Oct Average,Australia,AUS
25.39,1999,Nov Average,Australia,AUS
26.99,1999,Dec Average,Australia,AUS
28.94,2000,Jan Average,Australia,AUS
27.42,2000,Feb Average,Australia,AUS
24.66,2000,Mar Average,Australia,AUS
22.09,2000,Apr Average,Australia,AUS
17.52,2000,May Average,Australia,AUS
15.69,2000,Jun Average,Australia,AUS
14.49,2000,Jul Average,Australia,AUS
15.94,2000,Aug Average,Australia,AUS
19.92,2000,Sep Average,Australia,AUS
21.42,2000,Oct Average,Australia,AUS
24.63,2000,Nov Average,Australia,AUS
26.2,2000,Dec Average,Australia,AUS
27.71,2001,Jan Average,Australia,AUS
26.4,2001,Feb Average,Australia,AUS
25.77,2001,Mar Average,Australia,AUS
23.64,2001,Apr Average,Australia,AUS
19.26,2001,May Average,Australia,AUS
15.33,2001,Jun Average,Australia,AUS
14.61,2001,Jul Average,Australia,AUS
16.15,2001,Aug Average,Australia,AUS
20.07,2001,Sep Average,Australia,AUS
23.53,2001,Oct Average,Australia,AUS
26.68,2001,Nov Average,Australia,AUS
27.86,2001,Dec Average,Australia,AUS
28.56,2002,Jan Average,Australia,AUS
27.97,2002,Feb Average,Australia,AUS
25.1,2002,Mar Average,Australia,AUS
22.77,2002,Apr Average,Australia,AUS
18.97,2002,May Average,Australia,AUS
15.75,2002,Jun Average,Australia,AUS
15.0,2002,Jul Average,Australia,AUS
16.37,2002,Aug Average,Australia,AUS
20.22,2002,Sep Average,Australia,AUS
22.13,2002,Oct Average,Australia,AUS
25.9,2002,Nov Average,Australia,AUS
27.9,2002,Dec Average,Australia,AUS
28.27,2003,Jan Average,Australia,AUS
27.98,2003,Feb Average,Australia,AUS
25.66,2003,Mar Average,Australia,AUS
22.89,2003,Apr Average,Australia,AUS
17.9,2003,May Average,Australia,AUS
15.65,2003,Jun Average,Australia,AUS
14.45,2003,Jul Average,Australia,AUS
15.78,2003,Aug Average,Australia,AUS
18.96,2003,Sep Average,Australia,AUS
24.29,2003,Oct Average,Australia,AUS
25.57,2003,Nov Average,Australia,AUS
27.46,2003,Dec Average,Australia,AUS
28.29,2004,Jan Average,Australia,AUS
27.78,2004,Feb Average,Australia,AUS
26.54,2004,Mar Average,Australia,AUS
24.37,2004,Apr Average,Australia,AUS
19.19,2004,May Average,Australia,AUS
15.88,2004,Jun Average,Australia,AUS
15.13,2004,Jul Average,Australia,AUS
16.2,2004,Aug Average,Australia,AUS
20.1,2004,Sep Average,Australia,AUS
23.6,2004,Oct Average,Australia,AUS
25.93,2004,Nov Average,Australia,AUS
27.82,2004,Dec Average,Australia,AUS
28.86,2005,Jan Average,Australia,AUS
27.6,2005,Feb Average,Australia,AUS
26.05,2005,Mar Average,Australia,AUS
21.22,2005,Apr Average,Australia,AUS
17.03,2005,May Average,Australia,AUS
13.8,2005,Jun Average,Australia,AUS
13.98,2005,Jul Average,Australia,AUS
16.77,2005,Aug Average,Australia,AUS
20.23,2005,Sep Average,Australia,AUS
23.84,2005,Oct Average,Australia,AUS
26.68,2005,Nov Average,Australia,AUS
27.0,2005,Dec Average,Australia,AUS
27.61,2006,Jan Average,Australia,AUS
28.51,2006,Feb Average,Australia,AUS
25.73,2006,Mar Average,Australia,AUS
22.71,2006,Apr Average,Australia,AUS
19.48,2006,May Average,Australia,AUS
13.38,2006,Jun Average,Australia,AUS
14.3,2006,Jul Average,Australia,AUS
16.69,2006,Aug Average,Australia,AUS
20.21,2006,Sep Average,Australia,AUS
23.71,2006,Oct Average,Australia,AUS
25.79,2006,Nov Average,Australia,AUS
26.87,2006,Dec Average,Australia,AUS
28.81,2007,Jan Average,Australia,AUS
26.5,2007,Feb Average,Australia,AUS
25.71,2007,Mar Average,Australia,AUS
21.44,2007,Apr Average,Australia,AUS
18.13,2007,May Average,Australia,AUS
15.69,2007,Jun Average,Australia,AUS
14.24,2007,Jul Average,Australia,AUS
14.88,2007,Aug Average,Australia,AUS
20.22,2007,Sep Average,Australia,AUS
23.98,2007,Oct Average,Australia,AUS
24.89,2007,Nov Average,Australia,AUS
26.87,2007,Dec Average,Australia,AUS
28.18,2008,Jan Average,Australia,AUS
27.41,2008,Feb Average,Australia,AUS
25.76,2008,Mar Average,Australia,AUS
22.33,2008,Apr Average,Australia,AUS
17.75,2008,May Average,Australia,AUS
15.38,2008,Jun Average,Australia,AUS
14.69,2008,Jul Average,Australia,AUS
17.76,2008,Aug Average,Australia,AUS
20.12,2008,Sep Average,Australia,AUS
22.83,2008,Oct Average,Australia,AUS
26.75,2008,Nov Average,Australia,AUS
27.66,2008,Dec Average,Australia,AUS
28.28,2009,Jan Average,Australia,AUS
27.59,2009,Feb Average,Australia,AUS
25.49,2009,Mar Average,Australia,AUS
22.92,2009,Apr Average,Australia,AUS
17.98,2009,May Average,Australia,AUS
14.91,2009,Jun Average,Australia,AUS
14.58,2009,Jul Average,Australia,AUS
15.57,2009,Aug Average,Australia,AUS
18.91,2009,Sep Average,Australia,AUS
21.91,2009,Oct Average,Australia,AUS
24.59,2009,Nov Average,Australia,AUS
26.24,2009,Dec Average,Australia,AUS
28.41,2010,Jan Average,Australia,AUS
26.68,2010,Feb Average,Australia,AUS
24.28,2010,Mar Average,Australia,AUS
21.45,2010,Apr Average,Australia,AUS
16.77,2010,May Average,Australia,AUS
14.48,2010,Jun Average,Australia,AUS
14.74,2010,Jul Average,Australia,AUS
16.9,2010,Aug Average,Australia,AUS
19.31,2010,Sep Average,Australia,AUS
23.04,2010,Oct Average,Australia,AUS
25.61,2010,Nov Average,Australia,AUS
26.7,2010,Dec Average,Australia,AUS
28.02,2011,Jan Average,Australia,AUS
26.87,2011,Feb Average,Australia,AUS
24.49,2011,Mar Average,Australia,AUS
22.05,2011,Apr Average,Australia,AUS
17.48,2011,May Average,Australia,AUS
14.56,2011,Jun Average,Australia,AUS
13.81,2011,Jul Average,Australia,AUS
16.25,2011,Aug Average,Australia,AUS
20.19,2011,Sep Average,Australia,AUS
23.44,2011,Oct Average,Australia,AUS
26.6,2011,Nov Average,Australia,AUS
28.17,2011,Dec Average,Australia,AUS
29.53,2012,Jan Average,Australia,AUS
27.95,2012,Feb Average,Australia,AUS
26.17,2012,Mar Average,Australia,AUS
23.11,2012,Apr Average,Australia,AUS
19.03,2012,May Average,Australia,AUS
15.7,2012,Jun Average,Australia,AUS
15.54,2012,Jul Average,Australia,AUS
17.5,2012,Aug Average,Australia,AUS
21.58,2012,Sep Average,Australia,AUS
24.04,2012,Oct Average,Australia,AUS
25.84,2012,Nov Average,Australia,AUS
27.69,2012,Dec Average,Australia,AUS
28.88,2013,Jan Average,Australia,AUS
27.41,2013,Feb Average,Australia,AUS
26.33,2013,Mar Average,Australia,AUS
23.11,2013,Apr Average,Australia,AUS
19.7,2013,May Average,Australia,AUS
15.54,2013,Jun Average,Australia,AUS
14.57,2013,Jul Average,Australia,AUS
16.09,2013,Aug Average,Australia,AUS
20.36,2013,Sep Average,Australia,AUS
24.55,2013,Oct Average,Australia,AUS
27.02,2013,Nov Average,Australia,AUS
27.95,2013,Dec Average,Australia,AUS
27.94,2014,Jan Average,Australia,AUS
28.91,2014,Feb Average,Australia,AUS
26.23,2014,Mar Average,Australia,AUS
21.43,2014,Apr Average,Australia,AUS
17.87,2014,May Average,Australia,AUS
16.27,2014,Jun Average,Australia,AUS
14.6,2014,Jul Average,Australia,AUS
16.56,2014,Aug Average,Australia,AUS
19.38,2014,Sep Average,Australia,AUS
24.84,2014,Oct Average,Australia,AUS
27.08,2014,Nov Average,Australia,AUS
28.01,2014,Dec Average,Australia,AUS
28.4,2015,Jan Average,Australia,AUS
28.32,2015,Feb Average,Australia,AUS
27.05,2015,Mar Average,Australia,AUS
23.87,2015,Apr Average,Australia,AUS
19.78,2015,May Average,Australia,AUS
16.23,2015,Jun Average,Australia,AUS
15.05,2015,Jul Average,Australia,AUS
16.34,2015,Aug Average,Australia,AUS
19.06,2015,Sep Average,Australia,AUS
22.27,2015,Oct Average,Australia,AUS
25.89,2015,Nov Average,Australia,AUS
27.69,2015,Dec Average,Australia,AUS
28.66,2016,Jan Average,Australia,AUS
27.79,2016,Feb Average,Australia,AUS
26.98,2016,Mar Average,Australia,AUS
22.07,2016,Apr Average,Australia,AUS
18.71,2016,May Average,Australia,AUS
15.44,2016,Jun Average,Australia,AUS
15.75,2016,Jul Average,Australia,AUS
16.89,2016,Aug Average,Australia,AUS
20.36,2016,Sep Average,Australia,AUS
24.03,2016,Oct Average,Australia,AUS
26.01,2016,Nov Average,Australia,AUS
28.16,2016,Dec Average,Australia,AUS
29.16,2017,Jan Average,Australia,AUS
28.06,2017,Feb Average,Australia,AUS
26.36,2017,Mar Average,Australia,AUS
24.0,2017,Apr Average,Australia,AUS
18.26,2017,May Average,Australia,AUS
15.27,2017,Jun Average,Australia,AUS
15.3,2017,Jul Average,Australia,AUS
15.87,2017,Aug Average,Australia,AUS
19.63,2017,Sep Average,Australia,AUS
24.32,2017,Oct Average,Australia,AUS
25.94,2017,Nov Average,Australia,AUS
28.81,2017,Dec Average,Australia,AUS
30.06,2018,Jan Average,Australia,AUS
28.27,2018,Feb Average,Australia,AUS
27.13,2018,Mar Average,Australia,AUS
23.03,2018,Apr Average,Australia,AUS
18.56,2018,May Average,Australia,AUS
15.22,2018,Jun Average,Australia,AUS
15.59,2018,Jul Average,Australia,AUS
16.08,2018,Aug Average,Australia,AUS
20.04,2018,Sep Average,Australia,AUS
24.51,2018,Oct Average,Australia,AUS
26.24,2018,Nov Average,Australia,AUS
29.79,2018,Dec Average,Australia,AUS
29.05,2019,Jan Average,Australia,AUS
28.16,2019,Feb Average,Australia,AUS
26.07,2019,Mar Average,Australia,AUS
23.49,2019,Apr Average,Australia,AUS
17.44,2019,May Average,Australia,AUS
15.99,2019,Jun Average,Australia,AUS
14.98,2019,Jul Average,Australia,AUS
17.08,2019,Aug Average,Australia,AUS
21.34,2019,Sep Average,Australia,AUS
23.54,2019,Oct Average,Australia,AUS
27.42,2019,Nov Average,Australia,AUS
27.25,2019,Dec Average,Australia,AUS
