Time,Anomaly (deg C),Lower confidence limit (2.5%),Upper confidence limit (97.5%)
1946-02,-0.11574643,-0.2901115,0.058618642
1946-03,-0.1215551,-0.2931895,0.050079297
1946-04,-0.001070216,-0.18591501,0.18377458
1946-05,-0.082718804,-0.28555256,0.120114945
1946-06,-0.27002892,-0.4794503,-0.06060755
1946-07,-0.109389625,-0.31101307,0.09223383
1946-08,-0.15412526,-0.38707858,0.07882805
1946-09,-0.09819822,-0.28867555,0.09227911
1946-10,-0.06812635,-0.24190964,0.10565692
1946-11,-0.10808773,-0.26652718,0.05035172
1946-12,-0.34320223,-0.48636523,-0.20003924
1947-01,-0.15051101,-0.29601136,-0.0050106677
1947-02,-0.14106397,-0.27542192,-0.006706007
1947-03,-0.07618291,-0.22355233,0.07118651
1947-04,-0.054869834,-0.23009242,0.120352745
1947-05,-0.07080105,-0.27533346,0.13373137
1947-06,-0.092732966,-0.3124098,0.12694384
1947-07,-0.06481824,-0.25643027,0.12679379
1947-08,-0.11288264,-0.34558374,0.11981848
1947-09,-0.16043018,-0.35566252,0.034802165
1947-10,0.033811674,-0.14890239,0.21652573
1947-11,0.02912334,-0.12750946,0.18575613
1947-12,-0.23310879,-0.38460296,-0.08161461
1948-01,-0.01899665,-0.15659407,0.11860077
1948-02,-0.23857601,-0.37797922,-0.09917279
1948-03,-0.28302348,-0.4262124,-0.13983452
1948-04,-0.114602394,-0.287611,0.05840621
1948-05,0.057578247,-0.14908782,0.26424432
1948-06,-0.008215971,-0.20537749,0.18894555
1948-07,-0.12959683,-0.32280955,0.0636159
1948-08,-0.047574744,-0.27386165,0.17871216
1948-09,-0.13380374,-0.31497514,0.047367666
1948-10,-0.05680375,-0.2210213,0.1074138
1948-11,-0.17333214,-0.3244153,-0.022249011
1948-12,-0.3489878,-0.49336633,-0.20460922
1949-01,-0.018578093,-0.14231202,0.10515583
1949-02,-0.24225992,-0.3602003,-0.12431957
1949-03,-0.10957818,-0.2236049,0.0044485494
1949-04,-0.14671299,-0.2947693,0.0013433092
1949-05,-0.11125475,-0.29777372,0.07526421
1949-06,-0.23316567,-0.41350195,-0.052829392
1949-07,-0.18007946,-0.34748125,-0.01267766
1949-08,-0.07750365,-0.29055914,0.13555184
1949-09,-0.123270296,-0.28533342,0.03879283
1949-10,-0.08973549,-0.22897226,0.04950127
1949-11,-0.1810419,-0.30046904,-0.061614756
1949-12,-0.21244651,-0.32703057,-0.09786245
1950-01,-0.30004355,-0.41899204,-0.18109505
1950-02,-0.37003636,-0.4831021,-0.2569706
1950-03,-0.21643834,-0.3307996,-0.10207707
1950-04,-0.24361573,-0.39951792,-0.08771354
1950-05,-0.13729778,-0.31324044,0.038644888
1950-06,-0.105043374,-0.29483223,0.084745474
1950-07,-0.10670231,-0.26735002,0.05394541
1950-08,-0.15261763,-0.35921878,0.053983524
1950-09,-0.24503586,-0.4036668,-0.086404935
1950-10,-0.20104446,-0.33889845,-0.063190475
1950-11,-0.38081577,-0.49243763,-0.26919392
1950-12,-0.26077038,-0.3802367,-0.14130408
1951-01,-0.36034262,-0.4589177,-0.26176754
1951-02,-0.5093785,-0.6001588,-0.41859823
1951-03,-0.2620192,-0.3542802,-0.16975816
1951-04,-0.1080777,-0.24150318,0.025347786
1951-05,0.032269213,-0.151453,0.21599144
1951-06,0.060181145,-0.11182762,0.23218991
1951-07,0.03866412,-0.12042866,0.1977569
1951-08,0.12133113,-0.07829491,0.32095715
1951-09,0.13226272,-0.019023193,0.28354865
1951-10,0.12436143,-0.0045943954,0.25331727
1951-11,-0.07229671,-0.17430036,0.029706946
1951-12,0.0691973,-0.032534182,0.17092878
1952-01,0.09402644,-0.00812421,0.1961771
1952-02,0.068350874,-0.028965494,0.16566725
1952-03,-0.16353902,-0.25835308,-0.06872494
1952-04,0.04558809,-0.09313565,0.18431182
1952-05,0.022243695,-0.15909414,0.20358154
1952-06,0.023484357,-0.1614921,0.20846081
1952-07,0.09006012,-0.07709257,0.25721282
1952-08,0.096942395,-0.1105835,0.30446827
1952-09,0.09621102,-0.06066274,0.25308478
1952-10,-0.016534438,-0.14808096,0.11501208
1952-11,-0.13228506,-0.23842481,-0.026145296
1952-12,-0.04029371,-0.14592908,0.06534167
1953-01,-0.009005178,-0.11308341,0.09507305
1953-02,0.09501191,0.0007980468,0.18922578
1953-03,0.018006958,-0.083248086,0.119262
1953-04,0.22455436,0.07946404,0.36964467
1953-05,0.14901619,-0.02643255,0.32446492
1953-06,0.1404282,-0.04348267,0.32433906
1953-07,0.043144584,-0.12013697,0.20642613
1953-08,0.08707856,-0.12004952,0.29420665
1953-09,0.08630111,-0.07270259,0.24530481
1953-10,0.08342033,-0.048025105,0.21486577
1953-11,-0.0058099576,-0.11363081,0.10201089
1953-12,0.01942187,-0.08567341,0.12451715
1954-01,-0.2434586,-0.33929825,-0.14761893
1954-02,-0.089074455,-0.18093091,0.002781996
1954-03,-0.18339783,-0.27912733,-0.08766833
1954-04,-0.11477188,-0.24236786,0.0128240995
1954-05,-0.17059736,-0.33720312,-0.0039916215
1954-06,-0.1296339,-0.30016065,0.040892836
1954-07,-0.19616233,-0.35168973,-0.040634945
1954-08,-0.10182279,-0.28616172,0.08251613
1954-09,-0.11330111,-0.26177186,0.035169613
1954-10,-0.011538466,-0.13309364,0.1100167
1954-11,0.11638409,0.01995511,0.21281308
1954-12,-0.16362791,-0.2633629,-0.0638929
1955-01,0.10597788,0.014951693,0.19700406
1955-02,-0.19271314,-0.27525374,-0.110172555
1955-03,-0.3963696,-0.48520008,-0.30753914
1955-04,-0.22909744,-0.35830337,-0.099891536
1955-05,-0.23882908,-0.40164378,-0.07601436
1955-06,-0.17836486,-0.34488028,-0.0118494425
1955-07,-0.20829603,-0.36318785,-0.05340421
1955-08,-0.08842416,-0.2744727,0.097624384
1955-09,-0.14314792,-0.27703187,-0.0092639625
1955-10,-0.11328784,-0.22637765,-0.0001980232
1955-11,-0.32083783,-0.41694224,-0.22473344
1955-12,-0.36432907,-0.45405668,-0.27460146
1956-01,-0.2403825,-0.3247751,-0.15598993
1956-02,-0.28243503,-0.3625925,-0.20227754
1956-03,-0.35645252,-0.43977112,-0.27313393
1956-04,-0.30645922,-0.40755266,-0.20536578
1956-05,-0.33606264,-0.45112088,-0.22100437
1956-06,-0.22652255,-0.33725312,-0.11579198
1956-07,-0.2106352,-0.32375464,-0.097515784
1956-08,-0.28964865,-0.42783394,-0.15146336
1956-09,-0.2734754,-0.38730374,-0.15964706
1956-10,-0.26315844,-0.35439906,-0.17191784
1956-11,-0.21516415,-0.29393166,-0.13639663
1956-12,-0.1575909,-0.23783027,-0.077351525
1957-01,-0.22153524,-0.29409447,-0.14897601
1957-02,-0.15856388,-0.23127134,-0.085856415
1957-03,-0.1975386,-0.27344698,-0.121630214
1957-04,-0.041761864,-0.12591177,0.042388048
1957-05,0.03177997,-0.05156566,0.115125604
1957-06,0.06454678,-0.027708724,0.15680228
1957-07,-0.06267592,-0.16108057,0.035728723
1957-08,0.07285775,-0.025583688,0.17129919
1957-09,0.041351955,-0.050062116,0.13276602
1957-10,-0.0007920379,-0.07993971,0.07835563
1957-11,-0.00397586,-0.08217196,0.07422025
1957-12,0.05228784,-0.014773578,0.119349256
1958-01,0.25472188,0.18477017,0.3246736
1958-02,0.09280772,0.020115048,0.16550039
1958-03,0.0052554575,-0.06892984,0.07944076
1958-04,-0.06950849,-0.14541516,0.0063981838
1958-05,0.016476592,-0.06756154,0.100514725
1958-06,-0.15305896,-0.2407915,-0.06532643
1958-07,-0.020030653,-0.122118644,0.082057334
1958-08,-0.083085604,-0.18378095,0.017609738
1958-09,-0.11479923,-0.20449965,-0.025098816
1958-10,-0.019471264,-0.10863628,0.06969376
1958-11,-0.038575903,-0.110695235,0.033543434
1958-12,-0.08232217,-0.15505922,-0.009585136
1959-01,0.013691866,-0.057967845,0.08535158
1959-02,-0.005084035,-0.06930822,0.059140153
1959-03,0.016677765,-0.055086143,0.08844168
1959-04,0.026267799,-0.05526906,0.107804656
1959-05,-0.03853143,-0.12668422,0.04962136
1959-06,-0.0018165166,-0.09611195,0.09247892
1959-07,-0.043648165,-0.1407121,0.05341577
1959-08,-0.041345503,-0.12845452,0.04576352
1959-09,-0.14124896,-0.22689748,-0.05560044
1959-10,-0.071337834,-0.14982772,0.007152045
1959-11,-0.18634169,-0.25757015,-0.11511324
1959-12,-0.10334121,-0.16692382,-0.039758593
1960-01,-0.11465857,-0.17818601,-0.051131118
1960-02,0.02281142,-0.038939342,0.08456218
1960-03,-0.44688365,-0.51143664,-0.38233066
1960-04,-0.26193932,-0.33308205,-0.1907966
1960-05,-0.17928644,-0.2596041,-0.09896878
1960-06,-0.1261228,-0.2180584,-0.034187194
1960-07,-0.11407162,-0.20836379,-0.019779457
1960-08,-0.006310927,-0.09468046,0.0820586
1960-09,0.0032144422,-0.077028275,0.08345716
1960-10,-0.031158555,-0.11090458,0.048587475
1960-11,-0.21504581,-0.28288013,-0.14721149
1960-12,0.0836075,0.024021316,0.14319369
1961-01,-0.052229382,-0.10604209,0.0015833256
1961-02,0.09082804,0.03480867,0.1468474
1961-03,-0.0616479,-0.121089086,-0.0022067144
1961-04,0.06100269,-0.005988584,0.12799396
1961-05,0.067880936,-0.0045889886,0.14035086
1961-06,0.08760505,0.005416348,0.16979375
1961-07,-0.03974989,-0.124212116,0.044712335
1961-08,-0.016852155,-0.093706384,0.060002074
1961-09,-0.030176053,-0.110131025,0.04977892
1961-10,-0.06376159,-0.12409272,-0.0034304585
1961-11,-0.031068904,-0.0864477,0.024309888
1961-12,-0.25179952,-0.30733567,-0.19626334
1962-01,-0.05704969,-0.111643106,-0.0024562806
1962-02,0.012157755,-0.047518242,0.07183375
1962-03,0.018748457,-0.036765415,0.07426233
1962-04,-0.026072158,-0.095235944,0.04309163
1962-05,-0.18164511,-0.2606271,-0.102663144
1962-06,-0.056267038,-0.1399578,0.027423719
1962-07,-0.10915736,-0.2047529,-0.013561823
1962-08,-0.10973202,-0.19394721,-0.02551682
1962-09,-0.07493823,-0.14678304,-0.003093423
1962-10,-0.038202044,-0.112969555,0.036565468
1962-11,-0.020875225,-0.07987935,0.038128905
1962-12,-0.12562062,-0.18604958,-0.06519166
1963-01,-0.121948205,-0.17286605,-0.07103036
1963-02,0.040044732,-0.013600229,0.093689695
1963-03,-0.3409997,-0.4023474,-0.27965203
1963-04,-0.17912978,-0.24301982,-0.11523975
1963-05,-0.1466549,-0.2207718,-0.072538
1963-06,-0.06680599,-0.15230548,0.018693516
1963-07,0.05953688,-0.033529285,0.15260305
1963-08,0.14581573,0.05786402,0.23376743
1963-09,0.12205969,0.039692715,0.20442666
1963-10,0.06423311,-0.006535083,0.1350013
1963-11,0.04470364,-0.017914778,0.10732206
1963-12,-0.062525906,-0.119097084,-0.005954728
1964-01,-0.19452871,-0.24590258,-0.14315486
1964-02,-0.22300385,-0.2707023,-0.17530538
1964-03,-0.38280848,-0.4354939,-0.33012307
1964-04,-0.44159797,-0.49986494,-0.38333103
1964-05,-0.37424895,-0.44108826,-0.30740967
1964-06,-0.16659828,-0.23335688,-0.09983969
1964-07,-0.20062846,-0.27401683,-0.12724008
1964-08,-0.30053315,-0.36973116,-0.23133513
1964-09,-0.4045793,-0.46920264,-0.33995596
1964-10,-0.3114203,-0.3756508,-0.24718978
1964-11,-0.2988282,-0.3533131,-0.24434334
1964-12,-0.3716253,-0.41772586,-0.32552475
1965-01,-0.16228765,-0.21544793,-0.10912736
1965-02,-0.26308617,-0.31864673,-0.20752563
1965-03,-0.2597472,-0.314058,-0.20543642
1965-04,-0.29863888,-0.36014748,-0.23713025
1965-05,-0.19161598,-0.2604217,-0.12281029
1965-06,-0.20754607,-0.2859227,-0.12916943
1965-07,-0.26655743,-0.34850556,-0.1846093
1965-08,-0.1619956,-0.2357662,-0.08822501
1965-09,-0.24531643,-0.32013673,-0.17049614
1965-10,-0.10577728,-0.16904464,-0.042509913
1965-11,-0.1437657,-0.20105892,-0.08647249
1965-12,-0.14632036,-0.19985811,-0.09278261
1966-01,-0.28320545,-0.33601388,-0.23039699
1966-02,-0.16757779,-0.22072573,-0.114429854
1966-03,-0.1708448,-0.22562246,-0.11606713
1966-04,-0.17045191,-0.22957575,-0.11132808
1966-05,-0.21843779,-0.27984244,-0.15703316
1966-06,-0.10499999,-0.18416446,-0.025835512
1966-07,0.0030392085,-0.08309536,0.08917377
1966-08,-0.10166964,-0.18408725,-0.019252032
1966-09,-0.08658218,-0.16101395,-0.012150404
1966-10,-0.23768093,-0.3007167,-0.17464516
1966-11,-0.10768294,-0.16457853,-0.050787363
1966-12,-0.14052084,-0.19718638,-0.083855316
1967-01,-0.21960148,-0.26585704,-0.17334592
1967-02,-0.32817873,-0.38193217,-0.2744253
1967-03,-0.09374347,-0.14432028,-0.043166663
1967-04,-0.13242696,-0.18680602,-0.078047894
1967-05,0.057162356,-0.005516053,0.11984076
1967-06,-0.108169004,-0.17946222,-0.036875788
1967-07,-0.067892365,-0.14901736,0.01323264
1967-08,-0.099165745,-0.17351398,-0.024817519
1967-09,-0.12451488,-0.19525743,-0.05377232
1967-10,-0.020286117,-0.0855479,0.044975664
1967-11,-0.119650505,-0.17039524,-0.06890577
1967-12,-0.1537288,-0.1991738,-0.10828379
1968-01,-0.32466504,-0.37137488,-0.27795523
1968-02,-0.26771057,-0.3169445,-0.21847664
1968-03,-0.003727732,-0.05343113,0.045975666
1968-04,-0.18043014,-0.23411447,-0.1267458
1968-05,-0.22587559,-0.28420305,-0.16754813
1968-06,-0.15176927,-0.22612664,-0.077411875
1968-07,-0.19500259,-0.27286038,-0.1171448
1968-08,-0.12997681,-0.21054135,-0.049412273
1968-09,-0.22645247,-0.29917043,-0.1537345
1968-10,0.008175721,-0.059301265,0.07565271
1968-11,-0.13496026,-0.18726788,-0.08265263
1968-12,-0.1911928,-0.24149217,-0.14089343
1969-01,-0.16237703,-0.20836867,-0.11638539
1969-02,-0.1970934,-0.24815017,-0.14603664
1969-03,-0.13277553,-0.18331009,-0.08224098
1969-04,0.049255937,-0.0007941228,0.099305995
1969-05,0.06528902,0.0093505345,0.12122751
1969-06,0.0056816083,-0.06108295,0.07244617
1969-07,-0.1091712,-0.17552002,-0.042822383
1969-08,-0.07289227,-0.14569598,-8.85525E-05
1969-09,-0.013110088,-0.07264362,0.046423446
1969-10,0.00090877194,-0.06066966,0.062487204
1969-11,0.023137517,-0.028535709,0.07481074
1969-12,0.16674611,0.12138196,0.21211027
1970-01,0.014005779,-0.024967588,0.05297915
1970-02,0.063759334,0.017752824,0.10976585
1970-03,-0.08814179,-0.13351265,-0.04277095
1970-04,-0.07942118,-0.1272537,-0.031588662
1970-05,-0.14084856,-0.19922996,-0.08246716
1970-06,-0.1370101,-0.204421,-0.0695992
1970-07,-0.11218003,-0.18914407,-0.035215985
1970-08,-0.1992122,-0.27766284,-0.12076156
1970-09,-0.030715683,-0.09970784,0.03827647
1970-10,-0.06031036,-0.12693785,0.0063171284
1970-11,-0.058197107,-0.110719755,-0.005674464
1970-12,-0.1930069,-0.23651735,-0.14949644
1971-01,-0.14365958,-0.18466523,-0.10265391
1971-02,-0.2726155,-0.31656718,-0.22866382
1971-03,-0.33664557,-0.38328534,-0.2900058
1971-04,-0.23293439,-0.28357276,-0.18229601
1971-05,-0.1979984,-0.26606554,-0.12993127
1971-06,-0.2552373,-0.32123104,-0.18924357
1971-07,-0.18479517,-0.2544347,-0.11515566
1971-08,-0.1812137,-0.25926685,-0.10316055
1971-09,-0.12637776,-0.19992936,-0.05282617
1971-10,-0.15617602,-0.20850164,-0.103850394
1971-11,-0.15279908,-0.20081574,-0.104782425
1971-12,-0.23074044,-0.27251953,-0.18896136
1972-01,-0.37904298,-0.41819,-0.33989596
1972-02,-0.2778282,-0.320703,-0.2349534
1972-03,-0.14302962,-0.18787768,-0.09818155
1972-04,-0.12759815,-0.17795895,-0.07723736
1972-05,-0.082474515,-0.14861475,-0.016334282
1972-06,-0.031909496,-0.100287944,0.036468957
1972-07,-0.09311811,-0.1700235,-0.016212704
1972-08,0.061222523,-0.019026173,0.14147122
1972-09,-0.052398738,-0.120318,0.015520524
1972-10,-0.056839254,-0.112568185,-0.0011103234
1972-11,-0.051805325,-0.09928263,-0.0043280204
1972-12,0.10889668,0.06640539,0.15138797
1973-01,0.100870065,0.05921677,0.14252336
1973-02,0.15933001,0.120916836,0.19774319
1973-03,0.11498204,0.069975875,0.15998821
1973-04,0.19915819,0.1508453,0.2474711
1973-05,0.10814754,0.044189963,0.17210512
1973-06,0.106045224,0.045468733,0.16662171
1973-07,0.01621605,-0.049754184,0.08218629
1973-08,-0.027661854,-0.10094168,0.04561797
1973-09,-0.035152175,-0.11000057,0.03969623
1973-10,0.0108220205,-0.047591276,0.06923532
1973-11,-0.025164139,-0.071579844,0.021251563
1973-12,-0.1283927,-0.16965793,-0.08712748
1974-01,-0.28239968,-0.32175258,-0.24304679
1974-02,-0.4465835,-0.4916486,-0.40151843
1974-03,-0.23716211,-0.2810448,-0.19327942
1974-04,-0.20168932,-0.25082228,-0.15255636
1974-05,-0.1265853,-0.18765014,-0.06552047
1974-06,-0.11528032,-0.18392684,-0.04663381
1974-07,-0.13573898,-0.20700736,-0.0644706
1974-08,0.023082737,-0.05511237,0.10127784
1974-09,-0.09269041,-0.16663258,-0.01874824
1974-10,-0.11529485,-0.17675921,-0.053830486
1974-11,-0.12621354,-0.17617388,-0.07625319
1974-12,-0.21389274,-0.25553343,-0.17225204
1975-01,-0.0966292,-0.13978224,-0.053476162
1975-02,-0.020880949,-0.06348584,0.021723943
1975-03,-0.01112924,-0.05811524,0.035856765
1975-04,-0.051968537,-0.10094516,-0.0029919175
1975-05,0.053007245,-0.009473412,0.1154879
1975-06,-0.060783383,-0.13291909,0.011352318
1975-07,-0.10466969,-0.18719059,-0.022148784
1975-08,-0.23242185,-0.30827186,-0.15657184
1975-09,-0.139501,-0.21193255,-0.06706945
1975-10,-0.15371256,-0.22347201,-0.083953075
1975-11,-0.26358986,-0.31321743,-0.21396226
1975-12,-0.24677186,-0.29279146,-0.20075226
1976-01,-0.16959351,-0.21492438,-0.12426263
1976-02,-0.23186125,-0.27618515,-0.18753733
1976-03,-0.33692366,-0.38385162,-0.28999567
1976-04,-0.18590008,-0.24028902,-0.13151114
1976-05,-0.35880587,-0.42114106,-0.29647064
1976-06,-0.23977908,-0.3094969,-0.17006126
1976-07,-0.17275204,-0.25314432,-0.09235974
1976-08,-0.24235126,-0.3215088,-0.16319375
1976-09,-0.15119453,-0.22489694,-0.07749211
1976-10,-0.3322862,-0.3963161,-0.26825628
1976-11,-0.13943368,-0.19311805,-0.08574931
1976-12,-0.02945889,-0.08022431,0.02130653
1977-01,0.15336634,0.10795948,0.1987732
1977-02,0.10381479,0.053849906,0.15377967
1977-03,0.07475545,0.024980498,0.124530405
1977-04,0.13446581,0.08024284,0.18868878
1977-05,0.22771347,0.16327552,0.2921514
1977-06,0.20780508,0.14048275,0.2751274
1977-07,0.14251913,0.061580263,0.22345799
1977-08,0.1298329,0.04911758,0.2105482
1977-09,-0.0019903248,-0.07811894,0.07413829
1977-10,-0.01617223,-0.083238326,0.050893866
1977-11,0.12106576,0.06669167,0.17543985
1977-12,-0.04011389,-0.09081486,0.010587082
1978-01,0.036995538,-0.0071859756,0.081177056
1978-02,0.07385509,0.02860965,0.11910052
1978-03,0.059285987,0.014052451,0.10451952
1978-04,0.053218562,-0.00055365695,0.106990784
1978-05,0.0115159005,-0.052302517,0.07533432
1978-06,-0.055066437,-0.123960376,0.01382751
1978-07,0.016265042,-0.05862395,0.09115403
1978-08,-0.2168574,-0.2955802,-0.1381346
1978-09,0.04174579,-0.036548592,0.12004017
1978-10,-0.059895515,-0.12789159,0.008100553
1978-11,0.091779426,0.04129526,0.14226359
1978-12,0.010227291,-0.032376792,0.05283137
1979-01,0.0516812,0.014161454,0.08920094
1979-02,-0.17951806,-0.2162433,-0.14279284
1979-03,0.06694152,0.030953744,0.102929294
1979-04,0.07699999,0.03878828,0.1152117
1979-05,-0.022435743,-0.06633464,0.021463156
1979-06,0.050191652,0.006530249,0.09385306
1979-07,0.018005762,-0.03262814,0.068639666
1979-08,0.114524774,0.053652395,0.17539716
1979-09,0.17285156,0.11173119,0.23397192
1979-10,0.14730756,0.09926776,0.19534737
1979-11,0.20778532,0.16501372,0.25055695
1979-12,0.38596204,0.3516528,0.4202713
1980-01,0.2527261,0.21300751,0.29244468
1980-02,0.3607043,0.32330173,0.3981069
1980-03,0.21667273,0.17630167,0.25704378
1980-04,0.23393515,0.19394667,0.2739236
1980-05,0.2456877,0.19866508,0.2927103
1980-06,0.13180715,0.082248576,0.18136574
1980-07,0.20636384,0.15439135,0.25833634
1980-08,0.16441017,0.10678383,0.22203653
1980-09,0.123579785,0.060605038,0.18655454
1980-10,0.097044446,0.043979082,0.15010981
1980-11,0.20625903,0.15803419,0.25448385
1980-12,0.113674425,0.07168679,0.15566206
1981-01,0.44390386,0.39915735,0.4886504
1981-02,0.33654687,0.30277714,0.3703166
1981-03,0.33077422,0.29371208,0.3678364
1981-04,0.19894964,0.15788971,0.24000956
1981-05,0.14773263,0.101183265,0.194282
1981-06,0.24469398,0.19016218,0.29922578
1981-07,0.26434663,0.2016414,0.3270519
1981-08,0.31205258,0.25005865,0.3740465
1981-09,0.1367701,0.07926537,0.19427481
1981-10,0.05529363,0.0070646233,0.103522636
1981-11,0.16566867,0.12102321,0.21031414
1981-12,0.3634116,0.3172231,0.4096001
1982-01,-0.024068523,-0.07235162,0.024214571
1982-02,0.06821714,0.0223868,0.11404749
1982-03,-0.13698223,-0.1845714,-0.08939307
1982-04,0.020402594,-0.029829908,0.070635095
1982-05,0.09071928,0.03224222,0.14919634
1982-06,-0.0013139228,-0.064454645,0.061826803
1982-07,0.075844936,0.004775244,0.14691463
1982-08,-0.045588225,-0.11802615,0.026849702
1982-09,0.016534334,-0.050160784,0.08322945
1982-10,0.041061886,-0.018483559,0.10060733
1982-11,0.029048067,-0.020967891,0.07906403
1982-12,0.27728456,0.23279157,0.32177758
1983-01,0.3584244,0.31470326,0.40214556
1983-02,0.33635557,0.2908501,0.381861
1983-03,0.24756545,0.20511036,0.29002056
1983-04,0.17535253,0.12663808,0.22406697
1983-05,0.22204514,0.16600104,0.27808926
1983-06,0.16691586,0.10999884,0.22383289
1983-07,0.114927486,0.056167133,0.17368785
1983-08,0.28377086,0.21628153,0.3512602
1983-09,0.3260587,0.2662912,0.38582617
1983-10,0.113148384,0.057640273,0.16865648
1983-11,0.24547733,0.19653328,0.29442137
1983-12,0.096021675,0.049950793,0.14209256
1984-01,0.15764055,0.11318809,0.202093
1984-02,0.02001983,-0.025347726,0.06538738
1984-03,0.14398187,0.09306026,0.1949035
1984-04,0.010137831,-0.039188646,0.05946431
1984-05,0.21433139,0.16248918,0.2661736
1984-06,-0.038575307,-0.100490406,0.023339793
1984-07,0.024865314,-0.037082333,0.086812966
1984-08,0.08923666,0.023951871,0.15452145
1984-09,0.12719487,0.06800548,0.18638426
1984-10,0.040902097,-0.012790171,0.09459436
1984-11,-0.05765004,-0.104584284,-0.010715791
1984-12,-0.15602855,-0.19877177,-0.11328532
1985-01,0.1155558,0.070438474,0.16067311
1985-02,-0.104183674,-0.14948314,-0.05888421
1985-03,0.04271185,-0.0051474376,0.090571135
1985-04,0.0028204513,-0.042313404,0.047954306
1985-05,0.067987494,0.019966573,0.116008416
1985-06,0.12117828,0.071005605,0.17135094
1985-07,-0.022891713,-0.07350898,0.027725551
1985-08,0.1431363,0.08397767,0.20229492
1985-09,0.11767927,0.061845258,0.17351328
1985-10,0.039328277,-0.011885249,0.0905418
1985-11,0.018120727,-0.028659811,0.06490126
1985-12,0.05531433,0.014779543,0.09584911
1986-01,0.11670128,0.07163385,0.1617687
1986-02,0.3093589,0.26656476,0.352153
1986-03,0.13820964,0.09782837,0.17859091
1986-04,0.13485684,0.09247309,0.1772406
1986-05,0.13101041,0.08589921,0.17612162
1986-06,0.039869342,-0.008415869,0.088154554
1986-07,0.042954296,-0.01108,0.096988596
1986-08,0.08790163,0.0326548,0.14314847
1986-09,0.024142634,-0.0311676,0.07945287
1986-10,0.051004555,0.0039842986,0.098024815
1986-11,0.04011416,0.00013273644,0.08009558
1986-12,0.03212002,-0.009131731,0.073371775
1987-01,0.22004549,0.17728503,0.26280597
1987-02,0.31599578,0.27342454,0.35856703
1987-03,0.104251325,0.06377447,0.14472818
1987-04,0.1889307,0.1432275,0.23463391
1987-05,0.16939573,0.122770004,0.21602145
1987-06,0.26585034,0.21572928,0.31597137
1987-07,0.34769198,0.3002212,0.39516273
1987-08,0.21050136,0.15359204,0.2674107
1987-09,0.26593548,0.21810848,0.31376252
1987-10,0.26956236,0.22279249,0.31633225
1987-11,0.18613108,0.14134122,0.23092094
1987-12,0.37202516,0.3352671,0.40878323
1988-01,0.45912874,0.4158971,0.50236034
1988-02,0.33302152,0.288721,0.37732208
1988-03,0.38519633,0.34249073,0.42790192
1988-04,0.32767174,0.28327718,0.37206626
1988-05,0.31933275,0.2659124,0.3727531
1988-06,0.33036658,0.27507606,0.3856571
1988-07,0.2556859,0.2018744,0.30949736
1988-08,0.25767827,0.19392912,0.32142743
1988-09,0.25825685,0.19838016,0.31813353
1988-10,0.254709,0.20196135,0.30745664
1988-11,0.028571693,-0.021743037,0.07888642
1988-12,0.17620139,0.12991531,0.22248745
1989-01,-0.026005011,-0.07035818,0.018348154
1989-02,0.23738506,0.19713072,0.27763942
1989-03,0.18512788,0.1426663,0.22758949
1989-04,0.14958581,0.10371123,0.19546038
1989-05,0.038256668,-0.013571449,0.090084784
1989-06,0.09383323,0.03904897,0.14861748
1989-07,0.26380813,0.20505361,0.32256266
1989-08,0.25223345,0.185825,0.3186419
1989-09,0.29773393,0.23395298,0.36151487
1989-10,0.26001906,0.20135662,0.31868154
1989-11,0.11531052,0.06379637,0.16682467
1989-12,0.2837144,0.23685499,0.33057386
1990-01,0.28277373,0.23656435,0.32898313
1990-02,0.27884814,0.23266093,0.3250354
1990-03,0.6347864,0.58848524,0.6810877
1990-04,0.4940245,0.44746447,0.5405845
1990-05,0.40596974,0.35395133,0.45798814
1990-06,0.3151888,0.26191312,0.36846447
1990-07,0.3796524,0.32039037,0.43891445
1990-08,0.28095096,0.21359323,0.34830868
1990-09,0.22031836,0.1604603,0.28017643
1990-10,0.38645974,0.33040056,0.4425189
1990-11,0.35899177,0.30630797,0.4116756
1990-12,0.28878504,0.24264595,0.33492413
1991-01,0.30340114,0.26020792,0.34659436
1991-02,0.4070458,0.35951877,0.45457286
1991-03,0.24740836,0.20353888,0.29127786
1991-04,0.43600866,0.3861235,0.48589385
1991-05,0.31398752,0.2661917,0.36178336
1991-06,0.4334769,0.38315243,0.4838014
1991-07,0.46741664,0.413612,0.5212213
1991-08,0.3620418,0.30141258,0.422671
1991-09,0.35283542,0.2949484,0.41072243
1991-10,0.25118244,0.19777474,0.30459014
1991-11,0.25364134,0.20526768,0.30201498
1991-12,0.23831235,0.19523758,0.28138712
1992-01,0.36292845,0.32279372,0.40306315
1992-02,0.34844932,0.30590802,0.39099064
1992-03,0.30922496,0.26654962,0.35190034
1992-04,0.16185239,0.11636393,0.20734085
1992-05,0.16797747,0.115565054,0.22038987
1992-06,0.15643431,0.09561311,0.21725553
1992-07,0.005340144,-0.05662222,0.0673025
1992-08,0.03774724,-0.039666817,0.1151613
1992-09,-0.08989003,-0.16200817,-0.017771905
1992-10,-0.022682328,-0.07580555,0.030440897
1992-11,-0.03733942,-0.08598786,0.011309022
1992-12,0.09871902,0.054537915,0.14290014
1993-01,0.26102662,0.21946819,0.30258507
1993-02,0.28333446,0.23878285,0.32788607
